minimum_age
14
13
14
14
14
14
12
13
14
13
13
14
12
13
14
12
12
14
14
14
10
14
12
13
12
13
12
12
14
14
10
12
12
10
10
12
12
14
14
14
10
10
13
14
10
14
8
14
14
12
13
12
14
10
14
14
12
15
14
14
12
14
12
13
14
12
14
13
14
13
12
10
10
10
12
12
13
12
12
14
14
12
12
14
10
17
15
12
12
8
14
13
14
12
13
10
14
14
12
12
9
14
12
14
14
15
12
14
10
13
14
12
14
10
12
14
14
14
12
14
10
12
14
12
12
12
14
12
13
12
12
14
12
14
12
14
13
13
8
13
12
14
14
13
14
12
12
14
13
14
14
14
8
12
8
10
14
10
10
12
12
14
10
13
8
12
13
12
12
10
10
12
12
8
10
12
14
14
8
13
10
14
14
14
14
13
10
13
9
13
12
12
17
12
12
14
8
14
10
10
13
14
10
12
14
18
13
12
10
10
8
10
14
14
10
14
12
14
13
12
13
10
13
8
14
10
8
14
10
8
13
10
7
14
10
14
12
8
12
14
14
13
10
12
10
12
9
14
8
14
12
10
8
10
10
13
14
8
13
13
10
12
8
14
11
12
8
14
10
10
14
12
9
14
8
10
14
8
14
8
12
10
12
12
8
10
12
14
14
12
12
8
12
12
14
14
17
13
12
12
8
10
13
14
14
13
12
12
16
12
14
13
12
14
8
12
14
14
10
12
10
10
14
9
10
12
14
8
10
12
14
14
14
8
14
12
10
14
10
8
14
13
14
13
13
9
10
12
13
13
14
14
14
12
13
13
14
10
12
10
8
12
10
14
12
12
10
8
12
12
13
8
14
13
13
12
12
14
14
14
14
12
12
10
9
10
12
14
14
12
13
14
14
12
14
8
16
12
14
13
12
13
8
12
8
14
8
14
14
13
8
8
14
10
14
13
14
14
9
12
14
11
8
14
8
14
14
10
10
10
12
12
14
14
13
13
10
14
14
10
14
10
12
8
10
14
12
8
14
12
10
6
12
10
10
12
12
14
14
13
14
10
8
10
14
14
14
10
14
14
12
12
10
8
14
10
12
17
10
14
8
12
14
13
13
8
10
9
13
12
10
12
12
12
14
12
10
12
12
14
14
14
12
14
14
12
14
14
8
10
12
13
10
14
10
12
14
12
6
14
13
9
13
10
14
7
14
10
10
10
14
14
14
14
9
13
12
12
8
8
10
10
14
14
10
14
0
10
15
8
10
10
14
13
12
10
7
6
14
14
10
14
12
10
10
7
13
10
12
10
12
12
8
13
12
8
12
12
16
8
10
10
12
8
14
10
10
14
8
13
10
8
10
13
10
8
12
12
10
13
10
14
8
14
8
10
10
9
12
14
8
12
12
14
8
8
12
10
8
13
12
8
14
9
14
14
8
14
11
12
8
13
12
12
8
14
8
14
8
14
10
13
14
8
14
14
10
14
14
13
10
10
10
13
8
14
13
9
10
8
8
14
14
8
10
10
12
12
12
14
14
14
12
9
12
8
14
8
13
8
13
14
14
8
13
10
14
12
12
12
10
12
14
10
12
12
13
14
12
10
10
14
14
8
12
8
14
10
10
13
10
8
12
8
10
14
14
13
14
12
14
8
10
14
14
12
14
12
14
12
13
14
12
8
13
14
10
8
12
14
12
12
13
10
10
10
14
14
12
14
10
14
8
8
14
14
8
10
14
10
8
14
13
12
12
10
10
8
12
8
14
9
9
8
12
10
10
12
8
14
10
14
12
14
14
10
10
14
8
13
10
12
10
10
8
14
14
14
13
8
10
13
9
10
14
14
10
10
10
14
12
12
10
14
12
8
14
14
13
13
8
10
10
12
14
10
12
8
14
13
12
14
10
8
13
12
14
14
12
12
14
8
8
12
14
8
12
10
8
8
12
14
12
10
10
14
8
10
8
15
13
14
14
10
14
8
13
13
10
9
14
7
8
5
12
10
14
12
8
8
12
14
12
13
8
10
14
10
8
10
8
14
7
10
8
12
14
13
12
12
10
12
10
13
10
10
10
10
8
12
10
12
7
12
13
11
8
10
14
10
10
14
12
12
14
9
12
14
10
14
10
10
10
12
14
12
10
10
14
14
10
14
12
14
12
12
14
12
8
8
10
14
10
12
8
10
10
14
8
8
14
12
8
13
14
13
12
12
10
8
14
10
14
12
8
8
12
14
14
9
10
14
14
14
8
8
13
12
14
10
12
12
10
12
8
13
5
13
12
12
8
13
10
12
14
10
13
14
0
10
13
10
14
12
8
14
14
10
12
8
10
14
8
8
14
10
12
14
10
10
13
14
12
14
6
13
12
12
9
12
8
8
14
10
13
9
8
14
10
10
12
14
12
13
10
14
8
10
8
12
14
12
15
12
12
12
14
12
12
12
13
12
13
11
14
8
8
12
8
12
14
9
8
12
5
10
10
8
14
10
12
8
14
12
10
13
8
8
14
10
10
14
14
14
14
12
8
12
14
14
14
14
8
14
12
14
12
12
12
13
14
8
8
8
12
8
13
8
12
10
16
10
12
8
10
10
8
14
10
13
13
10
10
8
8
8
13
7
8
8
13
14
10
9
14
14
10
6
13
10
10
8
12
10
10
10
12
13
8
8
13
12
10
14
12
8
8
8
12
14
14
13
14
14
12
13
12
7
14
12
14
14
12
14
14
14
14
14
8
8
13
12
10
8
8
9
8
8
8
14
12
8
17
8
12
13
12
8
9
10
14
8
14
12
14
12
14
8
13
14
13
13
10
13
14
12
8
12
12
10
13
14
14
14
14
8
12
8
14
7
10
8
7
14
10
8
12
12
8
12
14
8
13
14
12
8
14
12
14
13
6
8
12
8
8
14
12
14
12
14
8
14
14
8
14
10
12
10
12
13
14
4
14
14
12
10
10
10
8
10
12
14
13
14
14
12
14
4
14
12
12
12
10
8
12
14
8
14
12
10
14
12
10
10
12
10
14
10
7
12
8
8
12
10
12
12
10
12
8
10
14
10
10
13
8
8
14
12
10
12
13
14
13
8
10
10
12
14
10
8
10
10
13
10
13
8
12
8
10
10
8
13
8
14
10
12
10
10
11
14
14
12
14
14
14
10
12
13
8
14
12
13
8
12
12
10
9
8
14
12
13
14
10
5
10
8
8
10
14
14
10
12
10
14
13
13
10
13
9
13
10
9
10
10
7
12
8
10
10
14
7
14
13
12
12
14
12
12
14
10
12
8
14
14
6
13
14
8
10
10
8
14
10
12
14
8
10
10
10
14
10
8
12
10
14
10
12
12
10
10
10
12
8
16
10
10
8
8
12
12
8
12
10
14
10
11
12
12
10
14
8
8
13
12
10
12
14
8
8
14
10
12
12
8
8
12
12
10
13
10
0
14
12
10
13
13
10
12
10
12
8
10
10
14
10
8
16
12
14
14
14
10
10
10
14
14
12
10
11
8
16
8
10
14
12
12
13
16
10
10
12
14
10
14
8
12
14
12
10
8
8
10
10
8
12
10
8
12
12
12
10
12
14
8
10
14
14
9
12
10
8
12
12
10
10
10
14
10
10
10
12
10
12
12
10
12
14
10
8
8
10
14
12
8
8
10
8
8
10
14
6
14
12
14
10
13
12
12
14
8
9
13
10
13
12
10
8
13
8
14
12
13
10
12
8
12
10
12
14
9
8
14
12
14
14
12
13
14
14
10
8
13
10
0
7
14
12
9
14
14
12
8
14
8
0
8
8
8
8
12
12
8
10
8
10
13
12
13
12
10
12
10
14
12
12
17
10
12
12
13
14
14
14
12
14
10
10
12
10
8
12
10
14
10
12
12
13
16
8
13
12
6
12
8
6
12
14
12
10
6
11
10
16
13
10
15
14
14
10
5
8
10
8
12
16
12
8
14
7
12
10
10
8
10
8
8
14
10
12
8
8
13
8
10
10
12
12
12
12
8
8
14
8
10
6
10
9
8
10
14
8
12
10
10
8
14
14
12
7
10
12
12
10
13
12
14
12
14
8
8
14
6
7
12
6
12
12
10
6
8
14
12
16
10
12
10
14
10
10
14
8
13
12
12
12
12
10
8
10
14
8
14
10
14
12
10
6
12
10
8
10
12
12
10
14
8
13
12
8
12
10
10
0
14
12
8
8
10
10
10
14
12
10
11
12
12
12
10
14
7
8
12
14
8
12
0
14
14
14
12
14
10
12
12
12
12
13
14
10
12
8
14
14
13
6
10
6
13
10
8
12
12
10
10
12
13
14
8
13
12
12
8
14
12
13
8
10
12
12
10
10
14
11
10
10
8
8
8
10
12
10
10
8
14
10
12
16
12
13
8
12
10
10
10
13
14
0
12
6
14
14
10
10
8
12
12
14
8
14
8
14
13
13
10
10
13
8
14
10
10
10
10
7
14
12
13
10
10
13
7
8
0
16
13
8
12
10
10
9
12
8
12
8
14
10
13
10
8
10
13
14
14
8
14
0
10
14
8
12
12
