game_id;boardgame;avg_rating;num_ratings;complexity;wishlisted;total_plays;amazon_price;url;description;player_id;playtime_id
332;Cthulhu Wars;7.841;6641;3.15;3207;19030;190.93;https://boardgamegeek.com/boardgame/139976/cthulhu-wars;Armageddon came. Humanity fell. Which Elder God will rule the last remains of Earth?;1;8
333;Seasons;7.34;26013;2.78;5563;104674;69.92;https://boardgamegeek.com/boardgame/108745/seasons;Mages compete across twelve seasons to collect crystals and become the new archmage.;1;2
334;Dixit: Odyssey;7.389;22286;1.16;2714;46600;NULL;https://boardgamegeek.com/boardgame/92828/dixit-odyssey;Don’t be too vague or precise when describing beautifully surreal art.;76;16
335;Imperium: Classics;7.694;8025;3.61;2685;38121;33.6;https://boardgamegeek.com/boardgame/318184/imperium-classics;Compete to become the most dominant empire the world has ever seen!;3;1
336;Telestrations;7.378;19806;1.07;2540;79947;31.99;https://boardgamegeek.com/boardgame/46213/telestrations;Guess what they drew, then draw what they guessed, and see how funny the changes get.;77;16
337;Lost Cities;7.253;49372;1.47;6548;397608;19.7;https://boardgamegeek.com/boardgame/50/lost-cities;Set out on expeditions, but will your findings outweigh the cost of each adventure?;13;16
338;Arkham Horror (Third Edition);7.683;10449;3.37;3440;29653;75.98;https://boardgamegeek.com/boardgame/257499/arkham-horror-third-edition;Piece the clues together to stop the horrors before your sanity shatters.;69;11
339;Onitama;7.343;24012;1.66;6851;120934;31.62;https://boardgamegeek.com/boardgame/160477/onitama;Assert your martial prowess by harnessing the power of various animal spirits.;13;71
340;Dorfromantik: The Board Game;7.616;9222;1.62;3989;104606;44.42;https://boardgamegeek.com/boardgame/370591/dorfromantik-the-board-game;Experience the peaceful and relaxed atmosphere of the video game on your table.;78;29
341;Long Shot: The Dice Game;7.557;9560;1.93;3271;39026;28.47;https://boardgamegeek.com/boardgame/295374/long-shot-the-dice-game;Bet, buy horses, and influence jockeys for cash in an exciting 1930's era horse race.;39;55
342;Arcadia Quest;7.591;10679;2.53;4039;28921;NULL;https://boardgamegeek.com/boardgame/155068/arcadia-quest;Fight against rival guilds and monsters in a campaign to reclaim the city of Arcadia.;2;2
343;Indonesia;7.888;4882;3.98;2659;12291;NULL;https://boardgamegeek.com/boardgame/19777/indonesia;Produce and ship goods in a dynamic economic ecosystem in the Indonesian archipelago.;22;7
344;Cloudspire;8.173;4131;4.39;3805;22246;NULL;https://boardgamegeek.com/boardgame/262211/cloudspire;Use towers, minions, and heroes to help your faction claim an island in the sky.;7;17
345;The Manhattan Project: Energy Empire;7.732;6450;3.03;2505;19926;42.95;https://boardgamegeek.com/boardgame/176734/the-manhattan-project-energy-empire;Build power plants, not bombs, in this standalone sequel to The Manhattan Project.;23;1
346;Summoner Wars (Second Edition);8.069;4482;2.57;2698;21377;44.95;https://boardgamegeek.com/boardgame/332800/summoner-wars-second-edition;The fight for Itharia is on! Defeat the enemy summoner before they cut yours down.;64;52
347;For Sale;7.263;33144;1.25;5821;220757;29.9;https://boardgamegeek.com/boardgame/172/for-sale;What's your bid? Bid on promising property bundles, then sell properties for checks.;70;16
348;Navegador;7.533;9532;3.08;2156;22095;NULL;https://boardgamegeek.com/boardgame/66589/navegador;Sail around the globe while managing your trade in the Portuguese Colonial Empire.;16;19
349;Imperial;7.593;8932;3.56;2074;17439;50.5;https://boardgamegeek.com/boardgame/24181/imperial;Invest in imperialist powers to extract wealth by industrialization and expansion.;38;11
350;Wayfarers of the South Tigris;7.791;5986;3.81;2487;22553;49.37;https://boardgamegeek.com/boardgame/350316/wayfarers-of-the-south-tigris;Explore the waterways, map the land, and chart the stars in medieval Baghdad.;7;19
351;The Great Zimbabwe;7.842;5222;3.68;1935;20297;NULL;https://boardgamegeek.com/boardgame/111341/the-great-zimbabwe;Plot out supply lines and build monuments to impress the African god of your choice.;22;3
352;Dune: War for Arrakis;8.495;3214;3.64;3119;7317;106.93;https://boardgamegeek.com/boardgame/367150/dune-war-for-arrakis;Fight for control of Arrakis and its precious Spice.;3;5
353;The Lord of the Rings: The Card Game – Revised Core Set;8.457;3302;3.56;1490;40862;59.99;https://boardgamegeek.com/boardgame/349067/the-lord-of-the-rings-the-card-game-revised-core-s;Revised core set repackages the original with support for 1-4p and a new campaign.;3;12
354;Acquire;7.351;21519;2.49;3489;47899;35.0;https://boardgamegeek.com/boardgame/5/acquire;Invest, divest, and stage hostile takeovers in this classic real estate game.;27;23
355;Cat in the Box: Deluxe Edition;7.472;11374;2.04;3301;49328;28.86;https://boardgamegeek.com/boardgame/345972/cat-in-the-box-deluxe-edition;Win tricks without knowing the colour of your cards until you play them.;14;54
356;Dungeon Petz;7.387;15382;3.63;4252;30110;59.99;https://boardgamegeek.com/boardgame/97207/dungeon-petz;Raise monstrous pets and sell them to demanding Dungeon Lords for fame and fortune.;2;23
357;The King Is Dead: Second Edition;7.608;8024;2.16;2948;22460;35.25;https://boardgamegeek.com/boardgame/319966/the-king-is-dead-second-edition;A subtle game of shifting power and control over medieval Britain.;1;20
358;Love Letter;7.225;70405;1.18;4675;396495;14.99;https://boardgamegeek.com/boardgame/129622/love-letter;Can you get a letter to the princess or remove all your rivals? You win either way!;28;21
359;Space Alert;7.384;16387;2.97;5455;66686;99.95;https://boardgamegeek.com/boardgame/38453/space-alert;This ship runs itself! Wait, why are our shields down and where did you go? Help us!;5;16
360;Age of Empires III: The Age of Discovery;7.505;10421;3.12;2277;22530;219.95;https://boardgamegeek.com/boardgame/22545/age-of-empires-iii-the-age-of-discovery;Send monks, merchants, soldiers, & more to explore, settle, & battle in the New World;18;8
361;Survive: Escape from Atlantis!;7.312;27311;1.69;4679;83136;NULL;https://boardgamegeek.com/boardgame/2653/survive-escape-from-atlantis;Sharks, whales, and sea monsters, oh my! Hurry and escape before Atlantis disappears!;21;34
362;Power Grid Deluxe: Europe/North America;7.945;4581;3.21;1269;7471;NULL;https://boardgamegeek.com/boardgame/155873/power-grid-deluxe-europenorth-america;Manage resources, build networks and supply the most cities with power.;27;5
363;Tikal;7.321;21082;2.78;3731;41546;64.9;https://boardgamegeek.com/boardgame/54/tikal;Strategically create pathways through jungle, collect treasure, and excavate temples.;28;23
364;The Guild of Merchant Explorers;7.648;7003;2.05;3588;50709;33.24;https://boardgamegeek.com/boardgame/350933/the-guild-of-merchant-explorers;Explore strange lands, establish trade routes, and search for treasure.;3;37
365;Bunny Kingdom;7.416;14235;2.3;4454;68582;44.89;https://boardgamegeek.com/boardgame/184921/bunny-kingdom;"Adorable bunnies build cities, harvest carrots, and go on missions to be ""Big Ears!""";10;52
366;Unconscious Mind;7.932;5020;4.0;4810;14901;66.38;https://boardgamegeek.com/boardgame/329500/unconscious-mind;As one of Freud's followers, delve into clients’ unconscious minds to bring healing.;8;1
367;Imperial Settlers;7.301;25006;2.77;4812;90294;NULL;https://boardgamegeek.com/boardgame/154203/imperial-settlers;Construct buildings, harvest resources, and attack your neighbor!;19;28
368;Century: Spice Road;7.296;26963;1.8;4577;128258;39.99;https://boardgamegeek.com/boardgame/209685/century-spice-road;Grow and trade spices and use them to gain estate.;42;20
369;Chinatown;7.441;12086;2.23;3993;25188;NULL;https://boardgamegeek.com/boardgame/47/chinatown;Negotiate and build the most successful business in all of Chinatown!;24;2
370;Pax Renaissance: 2nd Edition;8.419;2963;4.64;1685;20105;NULL;https://boardgamegeek.com/boardgame/308119/pax-renaissance-2nd-edition;Become the most influential banker and pull the strings that decide Europe's future.;8;1
371;Glass Road;7.413;12438;2.95;3509;48791;111.0;https://boardgamegeek.com/boardgame/143693/glass-road;Clear the land, hire specialists, build and gather to make your own trade empire.;7;72
372;Project L;7.464;11926;1.56;3009;69569;34.99;https://boardgamegeek.com/boardgame/260180/project-l;Fast-paced, tile-matching, engine building game.;49;54
373;The King's Dilemma;7.698;6771;2.25;5782;46276;NULL;https://boardgamegeek.com/boardgame/245655/the-kings-dilemma;Leaders join in council to vote on the kingdom’s issues, but with hidden motives!;41;34
374;Bruges;7.426;12081;2.75;3507;45901;NULL;https://boardgamegeek.com/boardgame/136888/bruges;Vie for influence, manage threats, build, and employ the unique denizens of the city!;2;2
375;Nemo's War (Second Edition);7.803;5652;3.29;3286;14714;79.99;https://boardgamegeek.com/boardgame/187617/nemos-war-second-edition;Sail the Seven Seas as the hardened captain Nemo, fighting the Imperialist powers.;7;1
376;Heaven & Ale;7.534;8993;3.18;2393;29898;NULL;https://boardgamegeek.com/boardgame/227789/heaven-and-ale;Harvest beer ingredients and master the art of monastic brewcrafting.;10;19
377;Imperial 2030;7.641;7142;3.5;2088;11842;56.99;https://boardgamegeek.com/boardgame/54138/imperial-2030;Use money to manipulate countries into warring with each other for your own profit.;27;11
378;Tiny Epic Galaxies;7.326;21736;2.16;4462;73702;22.95;https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies;Roll your dice and colonize planets, utilizing your energy and culture.;12;20
379;Fury of Dracula (Third/Fourth Edition);7.406;15215;3.28;5584;19595;NULL;https://boardgamegeek.com/boardgame/181279/fury-of-dracula-thirdfourth-edition;Dracula is attacking! Or is it a trick while he hides? Track him down to find out.;22;11
380;Marrakesh;8.111;3717;3.41;1916;14515;79.99;https://boardgamegeek.com/boardgame/342810/marrakesh;Influential families react to the whims of the cube tower to gain power in the city.;1;5
381;Destinies;7.683;9532;1.92;3320;24588;32.49;https://boardgamegeek.com/boardgame/285192/destinies;Characters explore a medieval-fantasy land as they race to fulfill their destiny.;79;3
382;Nusfjord;7.638;6983;2.85;3494;36148;NULL;https://boardgamegeek.com/boardgame/234277/nusfjord;Use your three workers to clear trees, build a harbor, and fish in northern Norway.;5;73
383;Awkward Guests: The Walton Case;7.553;9142;2.32;3253;32811;41.99;https://boardgamegeek.com/boardgame/188866/awkward-guests-the-walton-case;Mr. Walton will be murdered—repeatedly! Uncover the clues to figure out who did it.;80;51
384;Castle Combo;7.631;7496;1.73;3628;94719;20.83;https://boardgamegeek.com/boardgame/416851/castle-combo;Draft people from the castle and the village to create a valuable 3x3 tableau.;18;74
385;Summoner Wars: Master Set;7.473;11100;2.52;2230;32384;90.0;https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set;Harness the magic! Summon your warrior hordes onto the field of battle.;51;29
386;Flamecraft;7.395;18655;2.18;6265;56169;60.01;https://boardgamegeek.com/boardgame/336986/flamecraft;Gather goods, place dragons and enchant shops to enhance the town.;17;2
387;Innovation;7.308;19556;2.77;4281;160483;NULL;https://boardgamegeek.com/boardgame/63888/innovation;Guide your civilization with inventions from the stone age through to the modern era.;16;40
388;The Vale of Eternity;7.612;7688;2.14;3668;42917;30.12;https://boardgamegeek.com/boardgame/385529/the-vale-of-eternity;Tame many mythical creatures, harnessing their powers in order to summon dragons.;1;20
389;Sidereal Confluence;7.772;5770;3.57;3471;12082;65.86;https://boardgamegeek.com/boardgame/202426/sidereal-confluence;Nine alien races wheel, deal, plan, and develop to be the best leader of the galaxy.;81;11
390;Raiders of Scythia;7.711;6457;2.76;2535;18079;50.87;https://boardgamegeek.com/boardgame/301880/raiders-of-scythia;Raid and plunder your way through ancient empires on horseback.;8;45
391;Alien Frontiers;7.347;15466;2.57;3780;43182;82.49;https://boardgamegeek.com/boardgame/48726/alien-frontiers;Race to develop and colonize the surface of planet Maxwell.;2;23
392;Runewars;7.61;8515;3.78;2737;11955;NULL;https://boardgamegeek.com/boardgame/59294/runewars;Build, conquer, gather, recruit, and find runes in the Terrinoth realm.;1;7
393;Dead Reckoning;8.159;3629;3.43;3457;13651;NULL;https://boardgamegeek.com/boardgame/276182/dead-reckoning;Card Crafting meets 4X! Sail the high seas and choose your path to victory!;3;3
394;EXIT: The Game – The Abandoned Cabin;7.413;11885;2.54;1312;10889;14.95;https://boardgamegeek.com/boardgame/203420/exit-the-game-the-abandoned-cabin;A kind stranger's invitation becomes a grim trap - can you escape before he returns?;45;1
395;Marvel United: X-Men;8.015;4323;1.99;659;22692;33.58;https://boardgamegeek.com/boardgame/336382/marvel-united-x-men;Co-operate as Marvel Heroes to stop the Villains' master plans!;12;69
396;Small World;7.197;73732;2.35;10413;172895;62.19;https://boardgamegeek.com/boardgame/40692/small-world;Control one fantasy race after another to expand quickly throughout the land.;42;27
397;Frostpunk: The Board Game;8.168;4081;4.39;3301;11160;499.99;https://boardgamegeek.com/boardgame/311988/frostpunk-the-board-game;A city-survival game where heat means life and every decision comes with a cost.;82;75
398;Burgle Bros.;7.417;12225;2.31;6444;50791;NULL;https://boardgamegeek.com/boardgame/172081/burgle-bros;As part of a heist team, break in, get the loot, and get out without getting caught.;8;28
399;Expeditions;7.647;7487;3.05;4007;25999;85.0;https://boardgamegeek.com/boardgame/379078/expeditions;Venture to the dangerous north in this tile-exploration sequel to Scythe.;12;19
400;Merchants & Marauders;7.39;14597;3.26;5803;26243;NULL;https://boardgamegeek.com/boardgame/25292/merchants-and-marauders;Live the life of an influential merchant or a dreaded pirate in the Caribbean.;2;57
401;Bonfire;7.617;7252;3.62;1934;24193;60.0;https://boardgamegeek.com/boardgame/304420/bonfire;Gnomes struggle to re-ignite mystical bonfires to bring light to their dark planet.;8;76
402;Above and Below;7.351;16787;2.52;5417;37369;50.36;https://boardgamegeek.com/boardgame/172818/above-and-below;Build your newly founded village above while exploring the caves and stories below.;2;23
403;Neuroshima Hex;7.385;15514;2.61;3060;78284;24.92;https://boardgamegeek.com/boardgame/21241/neuroshima-hex;Battle robots, gangs, and more in tactical post-apocalyptic warfare.;21;16
404;Furnace;7.393;12485;2.32;3686;38468;44.87;https://boardgamegeek.com/boardgame/318084/furnace;19th century capitalists manipulate the market and manage their industrial empires.;10;29
405;Mindbug: First Contact;7.608;8020;1.93;2331;69296;27.12;https://boardgamegeek.com/boardgame/345584/mindbug-first-contact;Serve the Mindbug, summon hybrids, and mind-control your opponent's best cards.;40;70
406;Dead of Winter: The Long Night;7.513;10325;3.35;2997;11844;49.99;https://boardgamegeek.com/boardgame/193037/dead-of-winter-the-long-night;A new group stands alone against the undead, bandits, and the horrors of Raxxon.;22;1
407;Bärenpark;7.281;20326;1.66;4349;101618;44.99;https://boardgamegeek.com/boardgame/219513/barenpark;Build a bear park on personal boards by carefully placing polyominoes.;21;20
408;Antiquity;7.84;4634;4.32;2878;9871;NULL;https://boardgamegeek.com/boardgame/13122/antiquity;Achieve your civilization’s goal before being overwhelmed by famine and pollution.;1;11
409;Gizmos;7.364;14130;2.04;3716;107161;44.99;https://boardgamegeek.com/boardgame/246192/gizmos;Gather energy marbles to build gizmos parts and trigger chain reactions and combos.;1;77
410;Sid Meier's Civilization: The Board Game;7.374;16197;3.9;3106;23859;160.0;https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-the-board-game;Lead your civilization to greatness in military, arts, science or economy.;2;31
411;Arboretum;7.259;22793;2.12;6106;87310;25.99;https://boardgamegeek.com/boardgame/140934/arboretum;Build the Arboretum of your dreams, and prevent your rival from building theirs.;21;16
412;Dixit;7.189;68748;1.19;7064;188134;45.0;https://boardgamegeek.com/boardgame/39856/dixit;Give the perfect clue so most (not all) players guess the right surreal image card.;66;16
413;Mission: Red Planet (Second/Third Edition);7.393;12031;2.21;3616;24379;NULL;https://boardgamegeek.com/boardgame/176920/mission-red-planet-secondthird-edition;Launch your rockets, sabotage the competition as you vie to control Mars.;11;28
414;Keep the Heroes Out!;7.932;4991;2.48;3558;35430;349.99;https://boardgamegeek.com/boardgame/333255/keep-the-heroes-out;As monsters, work together to defend your dungeon against so-called heroes.;19;69
415;Air, Land, & Sea;7.459;9903;1.71;3603;34289;NULL;https://boardgamegeek.com/boardgame/247367/air-land-and-sea;Submit orders on three fronts to outwit and outmatch your military opponent.;29;21
416;Ginkgopolis;7.492;8613;2.91;3029;39651;48.74;https://boardgamegeek.com/boardgame/128271/ginkgopolis;Build upwards as well as outwards to control the most buildings in a future eco-city.;23;37
417;Letters from Whitechapel;7.337;16715;2.64;5104;29006;NULL;https://boardgamegeek.com/boardgame/59959/letters-from-whitechapel;Slip away as Jack the Ripper or track his hidden movement as a team of investigators.;11;23
418;Tekhenu: Obelisk of the Sun;7.675;6332;4.07;2173;19365;72.99;https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-of-the-sun;As the Obelisk's shadow moves, use dice to build Ipet-Isut and the temple of Amun-Ra.;3;1
419;Unmatched: Robin Hood vs. Bigfoot;7.907;4803;1.91;831;7074;NULL;https://boardgamegeek.com/boardgame/274638/unmatched-robin-hood-vs-bigfoot;The big beast and the wily rogue fight to see who's king of the forest.;64;21
420;Dungeon Lords;7.346;14187;3.57;3052;25835;NULL;https://boardgamegeek.com/boardgame/45315/dungeon-lords;Prepare your dungeon. Set evil traps. Release your monsters. Stop the good guys.;10;23
421;Maria;7.995;3911;3.59;2028;7881;NULL;https://boardgamegeek.com/boardgame/40354/maria;Maneuver martially and politically in this 3 player War of the Austrian Succession.;83;78
422;Harry Potter: Hogwarts Battle;7.351;21057;2.09;3759;131908;34.96;https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle;Battle for the fate of the Wizarding World over your 7 years at Hogwarts.;84;29
423;Schotten Totten;7.365;13006;1.68;2519;83454;17.99;https://boardgamegeek.com/boardgame/372/schotten-totten;Place your kilted clansmen, control stones, expand territory & foil the rival clan.;40;21
424;BattleLore: Second Edition;7.677;6519;2.72;2526;14538;NULL;https://boardgamegeek.com/boardgame/146439/battlelore-second-edition;Fantasy Command & Colors spiced up with magic.;29;28
425;Takenoko;7.2;46844;1.97;8398;173649;NULL;https://boardgamegeek.com/boardgame/70919/takenoko;Carefully cultivate a bamboo garden with the help of a gardener and a hungry panda.;21;37
426;Abyss;7.327;16087;2.32;4034;50868;44.75;https://boardgamegeek.com/boardgame/155987/abyss;Control factions, influence the court and reign over underwater realms!;1;29
427;Galactic Cruise;8.433;2847;3.92;4041;9768;149.99;https://boardgamegeek.com/boardgame/391137/galactic-cruise;Build and launch ships to send guests on luxurious space vacations.;3;3
428;San Juan;7.232;24141;2.28;2542;106708;NULL;https://boardgamegeek.com/boardgame/8217/san-juan;Cards have multiple potential uses -- choose wisely to build the city.;28;34
429;Mysterium;7.2;47280;1.89;9069;121328;43.99;https://boardgamegeek.com/boardgame/181304/mysterium;Become a psychic and divine spectral visions to solve the murder of a restless ghost.;36;79
430;Carpe Diem;7.501;8415;2.52;1817;37026;17.99;https://boardgamegeek.com/boardgame/245934/carpe-diem;Build villas and lands to produce gold, bread and goods in ancient Rome.;28;51
431;Ghost Stories;7.26;21676;2.9;5752;70110;NULL;https://boardgamegeek.com/boardgame/37046/ghost-stories;Taoist monks must defeat the undead or humanity is lost as Wu Feng returns.;8;2
432;Smartphone Inc.;7.57;6985;2.79;2728;17506;53.82;https://boardgamegeek.com/boardgame/246684/smartphone-inc;Success is measured in money as you build your global smartphone empire.;5;19
433;The Elder Scrolls: Betrayal of the Second Era;9.039;2300;4.01;2332;8989;NULL;https://boardgamegeek.com/boardgame/356080/the-elder-scrolls-betrayal-of-the-second-era;Upgrade your character and gear up to explore the many regions of Tamriel.;3;31
434;Blood Bowl: Team Manager – The Card Game;7.399;11675;2.35;1549;28613;NULL;https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-the-card-game;Coach your “fantasy” football team and gather most fans to win.;1;1
435;The Resistance;7.2;42043;1.59;4349;169825;24.99;https://boardgamegeek.com/boardgame/41114/the-resistance;Assign operatives to missions while avoiding enemy spies.;58;16
436;Agricola: All Creatures Big and Small;7.328;14100;2.35;2953;47723;42.8;https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small;Breed animals and expand your small farm in this two player version of the original.;9;16
437;Ready Set Bet;7.536;7595;1.31;2721;27654;38.93;https://boardgamegeek.com/boardgame/351040/ready-set-bet;Head to the races for a day of cheering, jeering, and betting!;85;34
438;Star Wars: Armada;7.817;5632;3.16;1750;14200;120.24;https://boardgamegeek.com/boardgame/163745/star-wars-armada;Form your fleet, plan a strategy, and execute it with your commands.;29;5
439;The Godfather: Corleone's Empire;7.529;8231;2.64;2155;17342;119.99;https://boardgamegeek.com/boardgame/195539/the-godfather-corleones-empire;Reach the top of the cut-throat mob world...all others sleep with the fishes.;22;19
440;Twice as Clever!;7.426;9774;2.28;1097;98928;20.47;https://boardgamegeek.com/boardgame/269210/twice-as-clever;Roll colorful dice, choosing just one each roll to combo bonuses and points!;19;16
441;Lords of Hellas;7.627;7565;3.33;2421;13370;117.95;https://boardgamegeek.com/boardgame/222509/lords-of-hellas;Honor the Gods, build temples, defeat monsters, and establish supremacy over Hellas.;3;19
442;Cartographers Heroes;7.736;5360;1.99;1155;22530;27.0;https://boardgamegeek.com/boardgame/315767/cartographers-heroes;Explore new lands and chart the deeds of brave heroes who defeat monsters.;48;20
443;The Pillars of the Earth;7.26;18295;2.81;3521;32813;9.99;https://boardgamegeek.com/boardgame/24480/the-pillars-of-the-earth;Produce, craft, and recruit to build a cathedral in this classic worker placement.;10;8
444;Fall of Rome;7.605;6733;2.47;2351;19481;NULL;https://boardgamegeek.com/boardgame/260428/fall-of-rome;Will you be strong enough to protect the Imperium from the Barbarians?;86;34
445;Notre Dame;7.31;13631;2.74;1924;44041;39.99;https://boardgamegeek.com/boardgame/25554/notre-dame;Improve the area around Notre Dame Cathedral to earn prestige for your family.;18;51
446;Newton;7.509;7736;3.39;2039;29028;29.99;https://boardgamegeek.com/boardgame/244711/newton;Action selection and hand management in the age of enlightenment.;3;23
447;Altiplano;7.438;9496;3.29;2205;29167;102.52;https://boardgamegeek.com/boardgame/234487/altiplano;Bag building in the highlands of Peru.;16;1
448;Akropolis;7.462;9203;1.8;2708;76114;29.99;https://boardgamegeek.com/boardgame/357563/akropolis;Build your Greek city on multiple levels to keep your districts perfectly placed.;49;80
449;51st State: Master Set;7.555;7432;2.89;2226;26356;NULL;https://boardgamegeek.com/boardgame/192458/51st-state-master-set;Build, deal and raise your state out of the ashes of the apocalypse.;3;19
450;Hannibal: Rome vs. Carthage;7.778;5038;3.45;1910;8159;189.95;https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage;Card driven strategic and political struggle between Ancient Rome and Carthage.;46;81
451;At the Gates of Loyang;7.353;11516;3.11;3216;40851;NULL;https://boardgamegeek.com/boardgame/39683/at-the-gates-of-loyang;Harvest crops and fulfill orders to become the most prosperous merchant.;19;1
452;Chess;7.23;39018;3.65;466;285209;17.19;https://boardgamegeek.com/boardgame/171/chess;Checkmate your opponent in this timeless abstract.;87;82
453;Gùgōng;7.426;9392;3.08;2398;24843;NULL;https://boardgamegeek.com/boardgame/250458/gugong;Exchange gifts, send servants, and visit the Emperor in a luscious 1570 China.;5;19
454;Saint Petersburg;7.268;16372;2.43;2170;89110;NULL;https://boardgamegeek.com/boardgame/9217/saint-petersburg;Hire craftsmen, pay for buildings, snag noblemen as you compete for rubles and glory.;28;34
455;Honey Buzz;7.516;7950;2.71;4364;24688;99.99;https://boardgamegeek.com/boardgame/284742/honey-buzz;Bees have discovered economics! Make and sell honey to get money and win!;19;28
456;Legacy of Yu;8.102;3384;2.9;2993;24744;48.77;https://boardgamegeek.com/boardgame/354934/legacy-of-yu;Build the canals, repel the barbarians, and rise to fame as Yu the Great!;65;2
457;Pan Am;7.533;7547;2.41;1801;18175;16.0;https://boardgamegeek.com/boardgame/303057/pan-am;Triumph in the golden age of air travel.;10;2
458;IKI;7.615;6290;3.06;2769;16741;53.99;https://boardgamegeek.com/boardgame/177478/iki;Hire artisans, set them up in the market and acquire prestige in feudal Japan.;1;19
459;Descent: Legends of the Dark;7.916;5468;2.7;2654;28066;122.99;https://boardgamegeek.com/boardgame/322708/descent-legends-of-the-dark;An app-driven dungeon crawl set in the world of Terrinoth.;3;11
460;Mage Wars Arena;7.57;7966;3.68;2386;15909;49.99;https://boardgamegeek.com/boardgame/101721/mage-wars-arena;Fight to the death as a powerful mage in this game of deep strategy and decisions!;9;23
461;Arkham Horror;7.238;40126;3.59;5089;82857;129.98;https://boardgamegeek.com/boardgame/15987/arkham-horror;Work as a team to save the town of Arkham from monsters and a Great Old One.;39;31
462;Let's Go! To Japan;7.633;5851;2.25;3057;39214;43.19;https://boardgamegeek.com/boardgame/368173/lets-go-to-japan;Create a travel itinerary and go on your dream vacation to Japan.;19;34
463;King of Tokyo;7.121;74012;1.49;8265;400972;37.09;https://boardgamegeek.com/boardgame/70323/king-of-tokyo;Prove your dominance by destroying Tokyo or by being the last monster left standing.;75;16
464;Skull;7.179;26811;1.11;4881;139140;NULL;https://boardgamegeek.com/boardgame/92415/skull;Does the token hide a flower or skull? Bid, bluff and laugh with striking components.;70;44
465;Blitzkrieg!: World War Two in 20 Minutes;7.558;6494;1.9;2821;24956;NULL;https://boardgamegeek.com/boardgame/258210/blitzkrieg-world-war-two-in-20-minutes;Deploy units in different theaters of combat to win WW2.;15;68
466;Imperial Struggle;8.239;3129;4.06;2011;5841;54.81;https://boardgamegeek.com/boardgame/206480/imperial-struggle;France and Britain clash globally over trade, influence and territory in the 1700s.;29;31
467;Boonlake;7.627;5755;3.8;1912;17831;NULL;https://boardgamegeek.com/boardgame/343905/boonlake;Build, raise cattle, expand and explore in a fictional Western US region.;3;60
468;Dice Forge;7.218;23616;1.97;4916;113420;48.99;https://boardgamegeek.com/boardgame/194594/dice-forge;Control luck itself! Choose to forge improved dice or complete quests for rewards.;28;37
469;London (Second Edition);7.485;7605;2.72;1827;23230;40.37;https://boardgamegeek.com/boardgame/236191/london-second-edition;Draft cards, avoid debt, and run your industrial engine to rebuild London.;1;19
470;Imperium: Legends;7.841;4546;3.76;1521;10516;31.99;https://boardgamegeek.com/boardgame/318182/imperium-legends;Compete to become the most dominant empire the world has ever seen!;3;25
471;Feed the Kraken;7.797;5140;2.15;4210;20748;44.61;https://boardgamegeek.com/boardgame/271601/feed-the-kraken;Social deduction - Loyal sailors, ruthless pirates, crazy cultists and... The Kraken!;88;28
472;In the Year of the Dragon;7.294;12438;3.08;1957;33336;19.99;https://boardgamegeek.com/boardgame/31594/in-the-year-of-the-dragon;Choose and manage your workers to protect your palaces from a series of disasters.;16;64
473;Cubitos;7.383;10128;2.17;3696;40390;50.74;https://boardgamegeek.com/boardgame/298069/cubitos;Race for the glory of the Cube Cup in this exciting game of luck and strategy!;28;29
474;Ticket to Ride: Märklin;7.411;9313;2.24;1747;17089;NULL;https://boardgamegeek.com/boardgame/21348/ticket-to-ride-marklin;Build railroad routes across Germany to try to connect valuable destinations.;42;29
475;Unsettled;8.088;3470;3.27;3765;13764;399.99;https://boardgamegeek.com/boardgame/290484/unsettled;A cooperative survival game in the bizarre and wondrous reaches of deep space.;1;19
476;Downforce;7.263;14748;1.73;2983;88473;NULL;https://boardgamegeek.com/boardgame/215311/downforce;Auction, bet, race! You can lose the race and still win the game.;59;54
477;Endeavor;7.371;9653;2.91;1646;24063;NULL;https://boardgamegeek.com/boardgame/33160/endeavor;Spread your glory over the vast, as of yet unexplored world.;24;23
478;Spartacus: A Game of Blood and Treachery;7.468;9336;2.73;1812;16412;NULL;https://boardgamegeek.com/boardgame/128671/spartacus-a-game-of-blood-and-treachery;Barter, buy, bid, deceive, and fight your way to become the dominant dominus in Rome.;89;11
479;Codenames: Pictures;7.181;24284;1.24;2092;108900;24.95;https://boardgamegeek.com/boardgame/198773/codenames-pictures;Give your team one-word coded clues, trying to identify specific image cards.;44;50
480;Die Macher;7.588;5931;4.31;2206;7817;NULL;https://boardgamegeek.com/boardgame/1/die-macher;Players represent political parties attempting to gain power in Germany.;41;83
481;Azul: Stained Glass of Sintra;7.291;14511;2.01;3055;56427;27.99;https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra;Create beautiful windows with coloured glass more efficiently than anyone else.;21;20
