row_id,boardgame,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,wishlisted,total_plays,amazon_price,categories,url,description
370,Pax Renaissance: 2nd Edition,1,4,60,120,12,8.419,2963,4.64,1685,20105,,Pike and Shot; Religious; Renaissance,https://boardgamegeek.com/boardgame/308119/pax-renaissance-2nd-edition,Become the most influential banker and pull the strings that decide Europe's future.
371,Glass Road,1,4,20,80,13,7.413,12438,2.95,3509,48791,111.0,City Building; Economic; Industry / Manufacturing; Medieval,https://boardgamegeek.com/boardgame/143693/glass-road,"Clear the land, hire specialists, build and gather to make your own trade empire."
372,Project L,1,4,20,40,8,7.464,11926,1.56,3009,69569,34.99,Abstract Strategy; Puzzle; Video Game Theme,https://boardgamegeek.com/boardgame/260180/project-l,"Fast-paced, tile-matching, engine building game."
373,The King's Dilemma,3,5,45,60,14,7.698,6771,2.25,5782,46276,,Fantasy; Negotiation; Political,https://boardgamegeek.com/boardgame/245655/the-kings-dilemma,"Leaders join in council to vote on the kingdom’s issues, but with hidden motives!"
374,Bruges,2,4,60,60,13,7.426,12081,2.75,3507,45901,,Card Game; City Building; Economic; Renaissance,https://boardgamegeek.com/boardgame/136888/bruges,"Vie for influence, manage threats, build, and employ the unique denizens of the city!"
375,Nemo's War (Second Edition),1,4,60,120,13,7.803,5652,3.29,3286,14714,79.99,Adventure; Exploration; Nautical; Novel-based; Science Fiction; Travel; Wargame,https://boardgamegeek.com/boardgame/187617/nemos-war-second-edition,"Sail the Seven Seas as the hardened captain Nemo, fighting the Imperialist powers."
376,Heaven & Ale,2,4,60,90,12,7.534,8993,3.18,2393,29898,,Economic; Farming; Industry / Manufacturing,https://boardgamegeek.com/boardgame/227789/heaven-and-ale,Harvest beer ingredients and master the art of monastic brewcrafting.
377,Imperial 2030,2,6,120,180,12,7.641,7142,3.5,2088,11842,56.99,Economic; Nautical; Political,https://boardgamegeek.com/boardgame/54138/imperial-2030,Use money to manipulate countries into warring with each other for your own profit.
378,Tiny Epic Galaxies,1,5,30,45,14,7.326,21736,2.16,4462,73702,22.95,Dice; Print & Play; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies,"Roll your dice and colonize planets, utilizing your energy and culture."
379,Fury of Dracula (Third/Fourth Edition),2,5,120,180,14,7.406,15215,3.28,5584,19595,,Adventure; Deduction; Fighting; Horror; Novel-based,https://boardgamegeek.com/boardgame/181279/fury-of-dracula-thirdfourth-edition,Dracula is attacking! Or is it a trick while he hides? Track him down to find out.
380,Marrakesh,2,4,120,120,14,8.111,3717,3.41,1916,14515,79.99,City Building,https://boardgamegeek.com/boardgame/342810/marrakesh,Influential families react to the whims of the cube tower to gain power in the city.
381,Destinies,1,3,90,150,14,7.683,9532,1.92,3320,24588,32.49,Adventure; Exploration; Fantasy; Fighting; Medieval; Miniatures,https://boardgamegeek.com/boardgame/285192/destinies,Characters explore a medieval-fantasy land as they race to fulfill their destiny.
382,Nusfjord,1,5,20,100,12,7.638,6983,2.85,3494,36148,,Economic; Nautical,https://boardgamegeek.com/boardgame/234277/nusfjord,"Use your three workers to clear trees, build a harbor, and fish in northern Norway."
383,Awkward Guests: The Walton Case,1,8,45,75,12,7.553,9142,2.32,3253,32811,41.99,Card Game; Deduction; Movies / TV / Radio theme; Murder / Mystery,https://boardgamegeek.com/boardgame/188866/awkward-guests-the-walton-case,Mr. Walton will be murdered—repeatedly! Uncover the clues to figure out who did it.
384,Castle Combo,2,5,10,25,10,7.631,7496,1.73,3628,94719,20.83,Card Game; Medieval,https://boardgamegeek.com/boardgame/416851/castle-combo,Draft people from the castle and the village to create a valuable 3x3 tableau.
385,Summoner Wars: Master Set,2,4,30,60,9,7.473,11100,2.52,2230,32384,90.0,Card Game; Fantasy; Fighting,https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,Harness the magic! Summon your warrior hordes onto the field of battle.
386,Flamecraft,1,5,60,60,10,7.395,18655,2.18,6265,56169,60.01,Animals; Card Game; City Building; Fantasy,https://boardgamegeek.com/boardgame/336986/flamecraft,"Gather goods, place dragons and enchant shops to enhance the town."
387,Innovation,2,5,20,60,12,7.308,19556,2.77,4281,160483,,Card Game; Civilization,https://boardgamegeek.com/boardgame/63888/innovation,Guide your civilization with inventions from the stone age through to the modern era.
388,The Vale of Eternity,2,4,30,45,14,7.612,7688,2.14,3668,42917,30.12,Card Game; Fantasy; Mythology,https://boardgamegeek.com/boardgame/385529/the-vale-of-eternity,"Tame many mythical creatures, harnessing their powers in order to summon dragons."
389,Sidereal Confluence,4,9,120,180,14,7.772,5770,3.57,3471,12082,65.86,Economic; Negotiation; Real-time; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/202426/sidereal-confluence,"Nine alien races wheel, deal, plan, and develop to be the best leader of the galaxy."
390,Raiders of Scythia,1,4,60,80,12,7.711,6457,2.76,2535,18079,50.87,Ancient,https://boardgamegeek.com/boardgame/301880/raiders-of-scythia,Raid and plunder your way through ancient empires on horseback.
391,Alien Frontiers,2,4,90,90,13,7.347,15466,2.57,3780,43182,82.49,Dice; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/48726/alien-frontiers,Race to develop and colonize the surface of planet Maxwell.
392,Runewars,2,4,180,240,14,7.61,8515,3.78,2737,11955,,Adventure; Exploration; Fantasy; Fighting; Miniatures; Wargame,https://boardgamegeek.com/boardgame/59294/runewars,"Build, conquer, gather, recruit, and find runes in the Terrinoth realm."
393,Dead Reckoning,1,4,90,150,14,8.159,3629,3.43,3457,13651,,Exploration; Fighting; Pirates; Territory Building,https://boardgamegeek.com/boardgame/276182/dead-reckoning,Card Crafting meets 4X! Sail the high seas and choose your path to victory!
394,EXIT: The Game – The Abandoned Cabin,1,6,60,120,12,7.413,11885,2.54,1312,10889,14.95,Deduction; Puzzle; Real-time,https://boardgamegeek.com/boardgame/203420/exit-the-game-the-abandoned-cabin,A kind stranger's invitation becomes a grim trap - can you escape before he returns?
395,Marvel United: X-Men,1,5,40,40,14,8.015,4323,1.99,659,22692,33.58,Card Game; Comic Book / Strip; Fighting,https://boardgamegeek.com/boardgame/336382/marvel-united-x-men,Co-operate as Marvel Heroes to stop the Villains' master plans!
396,Small World,2,5,40,80,8,7.197,73732,2.35,10413,172895,62.19,Fantasy; Fighting; Territory Building,https://boardgamegeek.com/boardgame/40692/small-world,Control one fantasy race after another to expand quickly throughout the land.
397,Frostpunk: The Board Game,1,4,120,150,16,8.168,4081,4.39,3301,11160,499.99,City Building; Economic; Exploration; Science Fiction; Video Game Theme,https://boardgamegeek.com/boardgame/311988/frostpunk-the-board-game,A city-survival game where heat means life and every decision comes with a cost.
398,Burgle Bros.,1,4,45,90,12,7.417,12225,2.31,6444,50791,,Exploration; Maze; Print & Play; Spies / Secret Agents,https://boardgamegeek.com/boardgame/172081/burgle-bros,"As part of a heist team, break in, get the loot, and get out without getting caught."
399,Expeditions,1,5,60,90,14,7.647,7487,3.05,4007,25999,85.0,Exploration,https://boardgamegeek.com/boardgame/379078/expeditions,Venture to the dangerous north in this tile-exploration sequel to Scythe.
400,Merchants & Marauders,2,4,180,180,13,7.39,14597,3.26,5803,26243,,Adventure; Fighting; Nautical; Pike and Shot; Pirates; Transportation,https://boardgamegeek.com/boardgame/25292/merchants-and-marauders,Live the life of an influential merchant or a dreaded pirate in the Caribbean.
401,Bonfire,1,4,70,100,12,7.617,7252,3.62,1934,24193,60.0,Fantasy,https://boardgamegeek.com/boardgame/304420/bonfire,Gnomes struggle to re-ignite mystical bonfires to bring light to their dark planet.
402,Above and Below,2,4,90,90,13,7.351,16787,2.52,5417,37369,50.36,Adventure; City Building; Economic; Exploration; Fantasy; Farming; Negotiation,https://boardgamegeek.com/boardgame/172818/above-and-below,Build your newly founded village above while exploring the caves and stories below.
403,Neuroshima Hex,2,4,30,30,8,7.385,15514,2.61,3060,78284,24.92,Collectible Components; Fighting; Puzzle; Science Fiction,https://boardgamegeek.com/boardgame/21241/neuroshima-hex,"Battle robots, gangs, and more in tactical post-apocalyptic warfare."
404,Furnace,2,4,30,60,12,7.393,12485,2.32,3686,38468,44.87,Card Game; Economic; Industry / Manufacturing; Post-Napoleonic,https://boardgamegeek.com/boardgame/318084/furnace,19th century capitalists manipulate the market and manage their industrial empires.
405,Mindbug: First Contact,2,2,15,25,8,7.608,8020,1.93,2331,69296,27.12,Card Game; Fantasy; Fighting; Science Fiction,https://boardgamegeek.com/boardgame/345584/mindbug-first-contact,"Serve the Mindbug, summon hybrids, and mind-control your opponent's best cards."
406,Dead of Winter: The Long Night,2,5,60,120,14,7.513,10325,3.35,2997,11844,49.99,Bluffing; Deduction; Horror; Mature / Adult; Science Fiction; Zombies,https://boardgamegeek.com/boardgame/193037/dead-of-winter-the-long-night,"A new group stands alone against the undead, bandits, and the horrors of Raxxon."
407,Bärenpark,2,4,30,45,8,7.281,20326,1.66,4349,101618,44.99,Animals; Puzzle,https://boardgamegeek.com/boardgame/219513/barenpark,Build a bear park on personal boards by carefully placing polyominoes.
408,Antiquity,2,4,120,180,14,7.84,4634,4.32,2878,9871,,City Building; Civilization; Economic; Environmental; Medieval,https://boardgamegeek.com/boardgame/13122/antiquity,Achieve your civilization’s goal before being overwhelmed by famine and pollution.
409,Gizmos,2,4,40,50,14,7.364,14130,2.04,3716,107161,44.99,Card Game; Science Fiction,https://boardgamegeek.com/boardgame/246192/gizmos,Gather energy marbles to build gizmos parts and trigger chain reactions and combos.
410,Sid Meier's Civilization: The Board Game,2,4,120,240,13,7.374,16197,3.9,3106,23859,160.0,City Building; Civilization; Exploration; Negotiation; Video Game Theme,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-the-board-game,"Lead your civilization to greatness in military, arts, science or economy."
411,Arboretum,2,4,30,30,8,7.259,22793,2.12,6106,87310,25.99,Card Game; Number,https://boardgamegeek.com/boardgame/140934/arboretum,"Build the Arboretum of your dreams, and prevent your rival from building theirs."
412,Dixit,3,8,30,30,8,7.189,68748,1.19,7064,188134,45.0,Card Game; Humor; Party Game,https://boardgamegeek.com/boardgame/39856/dixit,Give the perfect clue so most (not all) players guess the right surreal image card.
413,Mission: Red Planet (Second/Third Edition),2,6,45,90,14,7.393,12031,2.21,3616,24379,,Science Fiction,https://boardgamegeek.com/boardgame/176920/mission-red-planet-secondthird-edition,"Launch your rockets, sabotage the competition as you vie to control Mars."
414,Keep the Heroes Out!,1,4,40,40,10,7.932,4991,2.48,3558,35430,349.99,Fantasy; Fighting,https://boardgamegeek.com/boardgame/333255/keep-the-heroes-out,"As monsters, work together to defend your dungeon against so-called heroes."
415,"Air, Land, & Sea",2,2,20,20,14,7.459,9903,1.71,3603,34289,,Animals; Card Game; Print & Play; World War II,https://boardgamegeek.com/boardgame/247367/air-land-and-sea,Submit orders on three fronts to outwit and outmatch your military opponent.
416,Ginkgopolis,1,5,45,45,13,7.492,8613,2.91,3029,39651,48.74,City Building; Environmental; Science Fiction; Territory Building,https://boardgamegeek.com/boardgame/128271/ginkgopolis,Build upwards as well as outwards to control the most buildings in a future eco-city.
417,Letters from Whitechapel,2,6,90,90,14,7.337,16715,2.64,5104,29006,,Bluffing; Deduction; Murder / Mystery; Post-Napoleonic,https://boardgamegeek.com/boardgame/59959/letters-from-whitechapel,Slip away as Jack the Ripper or track his hidden movement as a team of investigators.
418,Tekhenu: Obelisk of the Sun,1,4,60,120,14,7.675,6332,4.07,2173,19365,72.99,Ancient; Dice; Mythology,https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-of-the-sun,"As the Obelisk's shadow moves, use dice to build Ipet-Isut and the temple of Amun-Ra."
419,Unmatched: Robin Hood vs. Bigfoot,2,2,20,20,9,7.907,4803,1.91,831,7074,,Card Game; Fantasy; Fighting; Mythology; Novel-based,https://boardgamegeek.com/boardgame/274638/unmatched-robin-hood-vs-bigfoot,The big beast and the wily rogue fight to see who's king of the forest.
420,Dungeon Lords,2,4,90,90,12,7.346,14187,3.57,3052,25835,,Economic; Fantasy; Fighting; Humor,https://boardgamegeek.com/boardgame/45315/dungeon-lords,Prepare your dungeon. Set evil traps. Release your monsters. Stop the good guys.
421,Maria,2,3,210,210,14,7.995,3911,3.59,2028,7881,,Age of Reason; Bluffing; Negotiation; Political; Wargame,https://boardgamegeek.com/boardgame/40354/maria,Maneuver martially and politically in this 3 player War of the Austrian Succession.
422,Harry Potter: Hogwarts Battle,2,4,30,60,11,7.351,21057,2.09,3759,131908,34.96,Card Game; Fantasy; Movies / TV / Radio theme; Novel-based,https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle,Battle for the fate of the Wizarding World over your 7 years at Hogwarts.
423,Schotten Totten,2,2,20,20,8,7.365,13006,1.68,2519,83454,17.99,Card Game,https://boardgamegeek.com/boardgame/372/schotten-totten,"Place your kilted clansmen, control stones, expand territory & foil the rival clan."
424,BattleLore: Second Edition,2,2,45,90,14,7.677,6519,2.72,2526,14538,,Fantasy; Miniatures; Wargame,https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,Fantasy Command & Colors spiced up with magic.
425,Takenoko,2,4,45,45,8,7.2,46844,1.97,8398,173649,,Animals; Environmental; Farming; Territory Building,https://boardgamegeek.com/boardgame/70919/takenoko,Carefully cultivate a bamboo garden with the help of a gardener and a hungry panda.
426,Abyss,2,4,30,60,14,7.327,16087,2.32,4034,50868,44.75,Card Game; Fantasy; Mythology; Nautical,https://boardgamegeek.com/boardgame/155987/abyss,"Control factions, influence the court and reign over underwater realms!"
427,Galactic Cruise,1,4,90,150,14,8.433,2847,3.92,4041,9768,149.99,Aviation / Flight; Economic; Industry / Manufacturing; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/391137/galactic-cruise,Build and launch ships to send guests on luxurious space vacations.
428,San Juan,2,4,45,60,10,7.232,24141,2.28,2542,106708,,Card Game; City Building; Economic,https://boardgamegeek.com/boardgame/8217/san-juan,Cards have multiple potential uses -- choose wisely to build the city.
429,Mysterium,2,7,42,42,10,7.2,47280,1.89,9069,121328,43.99,Deduction; Murder / Mystery; Party Game; Real-time,https://boardgamegeek.com/boardgame/181304/mysterium,Become a psychic and divine spectral visions to solve the murder of a restless ghost.
430,Carpe Diem,2,4,45,75,10,7.501,8415,2.52,1817,37026,17.99,Ancient,https://boardgamegeek.com/boardgame/245934/carpe-diem,"Build villas and lands to produce gold, bread and goods in ancient Rome."
431,Ghost Stories,1,4,60,60,12,7.26,21676,2.9,5752,70110,,Fantasy; Fighting; Horror; Mythology,https://boardgamegeek.com/boardgame/37046/ghost-stories,Taoist monks must defeat the undead or humanity is lost as Wu Feng returns.
432,Smartphone Inc.,1,5,60,90,12,7.57,6985,2.79,2728,17506,53.82,Economic; Industry / Manufacturing,https://boardgamegeek.com/boardgame/246684/smartphone-inc,Success is measured in money as you build your global smartphone empire.
433,The Elder Scrolls: Betrayal of the Second Era,1,4,120,240,14,9.039,2300,4.01,2332,8989,,Adventure; Dice; Exploration; Fantasy; Video Game Theme,https://boardgamegeek.com/boardgame/356080/the-elder-scrolls-betrayal-of-the-second-era,Upgrade your character and gear up to explore the many regions of Tamriel.
434,Blood Bowl: Team Manager – The Card Game,2,4,60,120,14,7.399,11675,2.35,1549,28613,,Card Game; Fantasy; Fighting; Sports,https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-the-card-game,Coach your “fantasy” football team and gather most fans to win.
435,The Resistance,5,10,30,30,13,7.2,42043,1.59,4349,169825,24.99,Bluffing; Card Game; Deduction; Negotiation; Party Game; Print & Play; Science Fiction; Spies / Secret Agents,https://boardgamegeek.com/boardgame/41114/the-resistance,Assign operatives to missions while avoiding enemy spies.
436,Agricola: All Creatures Big and Small,2,2,30,30,13,7.328,14100,2.35,2953,47723,42.8,Animals; Farming,https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small,Breed animals and expand your small farm in this two player version of the original.
437,Ready Set Bet,2,9,45,60,10,7.536,7595,1.31,2721,27654,38.93,Animals; Party Game; Racing; Real-time; Sports,https://boardgamegeek.com/boardgame/351040/ready-set-bet,"Head to the races for a day of cheering, jeering, and betting!"
438,Star Wars: Armada,2,2,120,120,14,7.817,5632,3.16,1750,14200,120.24,Collectible Components; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame,https://boardgamegeek.com/boardgame/163745/star-wars-armada,"Form your fleet, plan a strategy, and execute it with your commands."
439,The Godfather: Corleone's Empire,2,5,60,90,14,7.529,8231,2.64,2155,17342,119.99,Economic; Mafia; Movies / TV / Radio theme,https://boardgamegeek.com/boardgame/195539/the-godfather-corleones-empire,Reach the top of the cut-throat mob world...all others sleep with the fishes.
440,Twice as Clever!,1,4,30,30,10,7.426,9774,2.28,1097,98928,20.47,Dice; Number,https://boardgamegeek.com/boardgame/269210/twice-as-clever,"Roll colorful dice, choosing just one each roll to combo bonuses and points!"
441,Lords of Hellas,1,4,60,90,14,7.627,7565,3.33,2421,13370,117.95,Ancient; Miniatures; Mythology; Territory Building,https://boardgamegeek.com/boardgame/222509/lords-of-hellas,"Honor the Gods, build temples, defeat monsters, and establish supremacy over Hellas."
442,Cartographers Heroes,1,100,30,45,10,7.736,5360,1.99,1155,22530,27.0,Fantasy; Territory Building,https://boardgamegeek.com/boardgame/315767/cartographers-heroes,Explore new lands and chart the deeds of brave heroes who defeat monsters.
443,The Pillars of the Earth,2,4,90,120,12,7.26,18295,2.81,3521,32813,9.99,Economic; Medieval; Novel-based; Religious,https://boardgamegeek.com/boardgame/24480/the-pillars-of-the-earth,"Produce, craft, and recruit to build a cathedral in this classic worker placement."
444,Fall of Rome,1,5,45,60,8,7.605,6733,2.47,2351,19481,,Ancient,https://boardgamegeek.com/boardgame/260428/fall-of-rome,Will you be strong enough to protect the Imperium from the Barbarians?
445,Notre Dame,2,5,45,75,10,7.31,13631,2.74,1924,44041,39.99,Economic; Renaissance,https://boardgamegeek.com/boardgame/25554/notre-dame,Improve the area around Notre Dame Cathedral to earn prestige for your family.
446,Newton,1,4,90,90,14,7.509,7736,3.39,2039,29028,29.99,Age of Reason; Travel,https://boardgamegeek.com/boardgame/244711/newton,Action selection and hand management in the age of enlightenment.
447,Altiplano,2,5,60,120,12,7.438,9496,3.29,2205,29167,102.52,Economic,https://boardgamegeek.com/boardgame/234487/altiplano,Bag building in the highlands of Peru.
448,Akropolis,1,4,20,30,8,7.462,9203,1.8,2708,76114,29.99,Abstract Strategy; Ancient; City Building; Territory Building,https://boardgamegeek.com/boardgame/357563/akropolis,Build your Greek city on multiple levels to keep your districts perfectly placed.
449,51st State: Master Set,1,4,60,90,14,7.555,7432,2.89,2226,26356,,Card Game; City Building; Economic; Science Fiction,https://boardgamegeek.com/boardgame/192458/51st-state-master-set,"Build, deal and raise your state out of the ashes of the apocalypse."
450,Hannibal: Rome vs. Carthage,2,2,150,150,12,7.778,5038,3.45,1910,8159,189.95,Ancient; Political; Wargame,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,Card driven strategic and political struggle between Ancient Rome and Carthage.
451,At the Gates of Loyang,1,4,60,120,10,7.353,11516,3.11,3216,40851,,Economic; Farming,https://boardgamegeek.com/boardgame/39683/at-the-gates-of-loyang,Harvest crops and fulfill orders to become the most prosperous merchant.
452,Chess,2,2,0,0,6,7.23,39018,3.65,466,285209,17.19,Abstract Strategy,https://boardgamegeek.com/boardgame/171/chess,Checkmate your opponent in this timeless abstract.
453,Gùgōng,1,5,60,90,12,7.426,9392,3.08,2398,24843,,Medieval; Travel,https://boardgamegeek.com/boardgame/250458/gugong,"Exchange gifts, send servants, and visit the Emperor in a luscious 1570 China."
454,Saint Petersburg,2,4,45,60,10,7.268,16372,2.43,2170,89110,,Age of Reason; Card Game; City Building; Economic,https://boardgamegeek.com/boardgame/9217/saint-petersburg,"Hire craftsmen, pay for buildings, snag noblemen as you compete for rubles and glory."
455,Honey Buzz,1,4,45,90,10,7.516,7950,2.71,4364,24688,99.99,Animals; Economic,https://boardgamegeek.com/boardgame/284742/honey-buzz,Bees have discovered economics! Make and sell honey to get money and win!
456,Legacy of Yu,1,1,60,60,12,8.102,3384,2.9,2993,24744,48.77,Ancient; City Building,https://boardgamegeek.com/boardgame/354934/legacy-of-yu,"Build the canals, repel the barbarians, and rise to fame as Yu the Great!"
457,Pan Am,2,4,60,60,12,7.533,7547,2.41,1801,18175,16.0,Aviation / Flight; Economic; Transportation,https://boardgamegeek.com/boardgame/303057/pan-am,Triumph in the golden age of air travel.
458,IKI,2,4,60,90,14,7.615,6290,3.06,2769,16741,53.99,Medieval,https://boardgamegeek.com/boardgame/177478/iki,"Hire artisans, set them up in the market and acquire prestige in feudal Japan."
459,Descent: Legends of the Dark,1,4,120,180,14,7.916,5468,2.7,2654,28066,122.99,Adventure; Fantasy; Fighting; Miniatures,https://boardgamegeek.com/boardgame/322708/descent-legends-of-the-dark,An app-driven dungeon crawl set in the world of Terrinoth.
460,Mage Wars Arena,2,2,90,90,13,7.57,7966,3.68,2386,15909,49.99,Card Game; Fantasy; Fighting,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,Fight to the death as a powerful mage in this game of deep strategy and decisions!
461,Arkham Horror,1,8,120,240,14,7.238,40126,3.59,5089,82857,129.98,Adventure; Fighting; Horror; Novel-based,https://boardgamegeek.com/boardgame/15987/arkham-horror,Work as a team to save the town of Arkham from monsters and a Great Old One.
462,Let's Go! To Japan,1,4,45,60,10,7.633,5851,2.25,3057,39214,43.19,Card Game; Transportation; Travel,https://boardgamegeek.com/boardgame/368173/lets-go-to-japan,Create a travel itinerary and go on your dream vacation to Japan.
463,King of Tokyo,2,6,30,30,8,7.121,74012,1.49,8265,400972,37.09,Dice; Fighting; Movies / TV / Radio theme; Science Fiction,https://boardgamegeek.com/boardgame/70323/king-of-tokyo,Prove your dominance by destroying Tokyo or by being the last monster left standing.
464,Skull,3,6,15,45,10,7.179,26811,1.11,4881,139140,,Bluffing; Card Game; Party Game,https://boardgamegeek.com/boardgame/92415/skull,"Does the token hide a flower or skull? Bid, bluff and laugh with striking components."
465,Blitzkrieg!: World War Two in 20 Minutes,1,2,20,45,14,7.558,6494,1.9,2821,24956,,Wargame; World War II,https://boardgamegeek.com/boardgame/258210/blitzkrieg-world-war-two-in-20-minutes,Deploy units in different theaters of combat to win WW2.
466,Imperial Struggle,2,2,120,240,14,8.239,3129,4.06,2011,5841,54.81,Age of Reason; American Revolutionary War; Wargame,https://boardgamegeek.com/boardgame/206480/imperial-struggle,"France and Britain clash globally over trade, influence and territory in the 1700s."
467,Boonlake,1,4,80,160,14,7.627,5755,3.8,1912,17831,,American West; Civilization; Economic; Exploration; Farming; Industry / Manufacturing; Territory Building,https://boardgamegeek.com/boardgame/343905/boonlake,"Build, raise cattle, expand and explore in a fictional Western US region."
468,Dice Forge,2,4,45,45,10,7.218,23616,1.97,4916,113420,48.99,Ancient; Dice; Fantasy; Mythology,https://boardgamegeek.com/boardgame/194594/dice-forge,Control luck itself! Choose to forge improved dice or complete quests for rewards.
469,London (Second Edition),2,4,60,90,14,7.485,7605,2.72,1827,23230,40.37,Card Game; City Building,https://boardgamegeek.com/boardgame/236191/london-second-edition,"Draft cards, avoid debt, and run your industrial engine to rebuild London."
470,Imperium: Legends,1,4,40,160,14,7.841,4546,3.76,1521,10516,31.99,Card Game; Civilization,https://boardgamegeek.com/boardgame/318182/imperium-legends,Compete to become the most dominant empire the world has ever seen!
471,Feed the Kraken,5,11,45,90,12,7.797,5140,2.15,4210,20748,44.61,Bluffing; Deduction; Fantasy; Nautical; Party Game; Pirates,https://boardgamegeek.com/boardgame/271601/feed-the-kraken,"Social deduction - Loyal sailors, ruthless pirates, crazy cultists and... The Kraken!"
472,In the Year of the Dragon,2,5,75,100,12,7.294,12438,3.08,1957,33336,19.99,Economic; Medieval,https://boardgamegeek.com/boardgame/31594/in-the-year-of-the-dragon,Choose and manage your workers to protect your palaces from a series of disasters.
473,Cubitos,2,4,30,60,10,7.383,10128,2.17,3696,40390,50.74,Dice; Racing,https://boardgamegeek.com/boardgame/298069/cubitos,Race for the glory of the Cube Cup in this exciting game of luck and strategy!
474,Ticket to Ride: Märklin,2,5,30,60,8,7.411,9313,2.24,1747,17089,,Trains; Transportation,https://boardgamegeek.com/boardgame/21348/ticket-to-ride-marklin,Build railroad routes across Germany to try to connect valuable destinations.
475,Unsettled,2,4,60,90,14,8.088,3470,3.27,3765,13764,399.99,Game System; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/290484/unsettled,A cooperative survival game in the bizarre and wondrous reaches of deep space.
476,Downforce,2,6,20,40,10,7.263,14748,1.73,2983,88473,,Racing; Sports,https://boardgamegeek.com/boardgame/215311/downforce,"Auction, bet, race! You can lose the race and still win the game."
477,Endeavor,3,5,90,90,12,7.371,9653,2.91,1646,24063,,Exploration; Nautical; Renaissance,https://boardgamegeek.com/boardgame/33160/endeavor,"Spread your glory over the vast, as of yet unexplored world."
478,Spartacus: A Game of Blood and Treachery,3,4,120,180,17,7.468,9336,2.73,1812,16412,,Ancient; Dice; Fighting; Miniatures; Movies / TV / Radio theme; Negotiation,https://boardgamegeek.com/boardgame/128671/spartacus-a-game-of-blood-and-treachery,"Barter, buy, bid, deceive, and fight your way to become the dominant dominus in Rome."
479,Codenames: Pictures,2,8,15,15,10,7.181,24284,1.24,2092,108900,24.95,Card Game; Deduction; Party Game; Spies / Secret Agents,https://boardgamegeek.com/boardgame/198773/codenames-pictures,"Give your team one-word coded clues, trying to identify specific image cards."
480,Die Macher,3,5,240,240,14,7.588,5931,4.31,2206,7817,,Economic; Negotiation; Political,https://boardgamegeek.com/boardgame/1/die-macher,Players represent political parties attempting to gain power in Germany.
481,Azul: Stained Glass of Sintra,2,4,30,45,8,7.291,14511,2.01,3055,56427,27.99,Abstract Strategy; Puzzle; Renaissance,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra,Create beautiful windows with coloured glass more efficiently than anyone else.
482,Pagan: Fate of Roanoke,2,2,30,60,12,7.952,3930,3.03,2674,14375,39.85,Adventure; Bluffing; Card Game; Deduction; Fantasy,https://boardgamegeek.com/boardgame/319910/pagan-fate-of-roanoke,Witch and Hunter duel for the fate of Roanoke in an asymmetrical deduction card game.
483,Tiny Towns,1,6,45,60,14,7.199,21299,2.06,5712,100667,39.99,Abstract Strategy; Animals; City Building; Puzzle,https://boardgamegeek.com/boardgame/265736/tiny-towns,Plan well as you build your town one building at a time. Will it fit?
484,Bruxelles 1893,2,5,50,125,13,7.6,5778,3.58,1592,14310,,Economic,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,Manage your workers to help usher in a new era of culture and progress in Brussels.
485,The Great Wall,1,4,120,180,13,7.818,4849,3.93,2218,10810,109.29,Economic; Fantasy; Territory Building,https://boardgamegeek.com/boardgame/292375/the-great-wall,Control medieval Clans in China trying to resist invading Mongol hordes.
486,King of Tokyo: Dark Edition,2,6,30,30,8,7.659,5838,1.62,1138,24343,,Dice; Fighting; Movies / TV / Radio theme; Science Fiction,https://boardgamegeek.com/boardgame/293141/king-of-tokyo-dark-edition,Fight for dominance in this upgraded pulp edition of a dice-rolling monster battle.
487,San Juan (Second Edition),2,4,45,60,10,7.443,7710,2.08,1504,25322,,Card Game; City Building; Economic,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,"As you build up San Juan, carefully choose how to use the multi-use cards you have."
488,"Unmatched: Battle of Legends, Volume Two",2,4,20,40,9,8.239,3085,2.09,983,9491,,Card Game; Fantasy; Fighting; Horror; Mythology; Novel-based,https://boardgamegeek.com/boardgame/335764/unmatched-battle-of-legends-volume-two,"More heroes, more sidekicks, more legends, more fights!"
