row_id,boardgame,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,wishlisted,total_plays,amazon_price,categories,url,description
979,Shackleton Base: A Journey to the Moon,1,4,60,120,14,8.041,1949,3.78,2497,6379,82.3,Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/408180/shackleton-base-a-journey-to-the-moon,Lead your space agency to expand your presence on the Moon.
980,ZÈRTZ,2,2,30,60,9,7.268,4483,2.73,1060,16830,,Abstract Strategy,https://boardgamegeek.com/boardgame/528/zertz,Sacrifice pieces to your opponent in order to win this counterintuitive game.
981,Unlock!: Secret Adventures,1,6,60,60,10,7.509,3057,2.11,434,8260,29.59,Card Game; Exploration; Puzzle; Real-time,https://boardgamegeek.com/boardgame/239307/unlock-secret-adventures,"Solve puzzles to escape a madman, journey to Oz, and protect a train."
982,Guards of Atlantis II,4,10,90,120,14,8.428,1686,3.35,1113,8409,,Fantasy; Miniatures; Video Game Theme; Wargame,https://boardgamegeek.com/boardgame/267609/guards-of-atlantis-ii,Card-driven Team-vs-Team Battle Arena with a lot of depth and no randomness.
983,The Lost Expedition,1,5,30,50,14,7.038,7715,1.87,2424,32774,21.0,Adventure; Card Game; Exploration,https://boardgamegeek.com/boardgame/216459/the-lost-expedition,Lead your intrepid explorers deep into the deadly jungle in your quest for El Dorado.
984,Beast,2,4,60,120,14,7.474,3808,3.05,2735,8400,49.99,Deduction; Fantasy; Fighting; Horror,https://boardgamegeek.com/boardgame/281549/beast,Hunters cooperate to track and take down ancient Beasts threatening their settlements
985,Mahjong,3,4,120,120,8,7.058,7965,2.58,647,38894,,Abstract Strategy,https://boardgamegeek.com/boardgame/2093/mahjong,"Use the Winds, Dragons and suit tiles you draw to finish with the best hand!"
986,Werewords,4,10,10,10,8,7.111,5849,1.16,1169,65545,17.94,Deduction; Party Game; Real-time; Word Game,https://boardgamegeek.com/boardgame/219215/werewords,20 questions with a twist... a time limit and a sneaky werewolf who knows the answer!
987,Arcadia Quest: Inferno,2,4,60,120,13,7.859,2450,2.46,633,5337,112.31,Adventure; Fantasy; Fighting; Miniatures,https://boardgamegeek.com/boardgame/179803/arcadia-quest-inferno,Arcadia was dragged down into Inferno. Save it and rescue angels from the Underlord!
988,1989: Dawn of Freedom,2,2,150,150,12,7.758,2432,3.29,1118,4868,56.88,Modern Warfare; Political; Wargame,https://boardgamegeek.com/boardgame/26997/1989-dawn-of-freedom,A game of political struggle as the Soviet Empire begins to show cracks.
989,XCOM: The Board Game,1,4,60,120,14,6.983,9306,2.91,2541,17559,,Real-time; Science Fiction; Video Game Theme,https://boardgamegeek.com/boardgame/163602/xcom-the-board-game,Quickly work together to develop new tech and defend the world from invading aliens.
990,Forbidden Island,2,4,30,30,10,6.754,53127,1.74,5114,130707,20.99,Adventure; Fantasy; Science Fiction,https://boardgamegeek.com/boardgame/65244/forbidden-island,You and your fellow adventurers try to make it out alive before the island sinks.
991,Tribune: Primus Inter Pares,2,5,60,120,12,7.211,4720,2.87,840,10525,,Ancient; Political,https://boardgamegeek.com/boardgame/30957/tribune-primus-inter-pares,Fight for control over the ruling factions of Rome in this game of intrigue!
992,Caylus 1303,2,5,60,90,12,7.422,3506,2.87,1219,7130,29.67,City Building; Economic; Medieval,https://boardgamegeek.com/boardgame/284818/caylus-1303,Quarrelsome master builders compete for supplies and specialists to impress the King.
993,Star Wars: The Card Game,2,2,30,60,10,7.176,5872,2.97,859,35114,74.98,Card Game; Collectible Components; Movies / TV / Radio theme; Science Fiction,https://boardgamegeek.com/boardgame/103886/star-wars-the-card-game,Unique deckbuilding and tense battles with a bluffing component.
994,Friedrich: Anniversary Edition,3,4,210,210,12,7.555,3005,3.13,1194,5597,,Age of Reason; Wargame,https://boardgamegeek.com/boardgame/12891/friedrich-anniversary-edition,Europe is on a knife's edge as Prussia faces down an uneasy alliance.
995,Luxor,2,4,45,45,8,7.199,5023,1.91,1339,31360,60.77,Adventure; Ancient,https://boardgamegeek.com/boardgame/245643/luxor,It's a race to the tomb as you control a team of loot grabbing archaeologists!
996,Rurik: Dawn of Kiev,1,4,60,120,13,7.683,2688,3.08,1723,5357,,Medieval; Miniatures; Territory Building,https://boardgamegeek.com/boardgame/228328/rurik-dawn-of-kiev,"Claim your father's throne! Build, tax, & fight through unique “auction programming.”"
997,Rhino Hero,2,5,5,15,5,6.895,11868,1.02,1385,71429,14.99,Action / Dexterity; Animals; Card Game; Children's Game; Party Game,https://boardgamegeek.com/boardgame/91514/rhino-hero,Build a giant tower and try to make your opponent be the one to let it collapse.
998,Rats of Wistar,1,4,90,90,13,7.511,3132,3.39,2054,15082,96.36,Animals,https://boardgamegeek.com/boardgame/387780/rats-of-wistar,Intelligent rats explore their new house and expand their lair.
999,Vasco da Gama,2,4,60,120,12,7.21,4631,3.23,861,8533,119.0,Nautical; Renaissance,https://boardgamegeek.com/boardgame/41002/vasco-da-gama,Plan your day in a non-linear manner to launch ships but beware of changing tides!
1000,Spyrium,2,5,75,75,12,7.041,6441,2.9,1040,15095,99.99,City Building; Economic; Industry / Manufacturing; Science Fiction,https://boardgamegeek.com/boardgame/137269/spyrium,A unique worker-placement game set in a steampunk world.
1001,Las Vegas Royale,2,5,45,60,8,7.47,3211,1.44,1637,13058,82.25,Dice,https://boardgamegeek.com/boardgame/271319/las-vegas-royale,"Las Vegas gets a make over, adding some new incentives to the classic dice game."
1002,Scoville,2,6,60,90,13,7.111,5593,2.78,1306,14098,,Farming,https://boardgamegeek.com/boardgame/145659/scoville,"Plant, cross-breed, harvest, and sell or cook your peppers to win the Chili Festival!"
1003,Reef Encounter,2,4,60,120,10,7.125,5257,3.68,1319,15216,,Animals; Environmental; Territory Building,https://boardgamegeek.com/boardgame/12962/reef-encounter,Polyps grow into corals and fight for control of the reefs.
1004,Container,3,5,60,90,12,7.165,4942,3.24,2082,10771,,Economic; Industry / Manufacturing; Nautical; Transportation,https://boardgamegeek.com/boardgame/26990/container,Players drive prices as they produce and ship goods in this economic simulation.
1005,Star Trek: Fleet Captains,2,4,90,120,14,7.467,3382,3.06,1694,6000,129.99,Fighting; Movies / TV / Radio theme; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains,Federation and Klingon fleets complete missions throughout the galaxy for dominance.
1006,Nightmare Productions,2,5,60,60,10,7.067,5947,2.1,1520,13976,41.86,Movies / TV / Radio theme,https://boardgamegeek.com/boardgame/904/nightmare-productions,"Make the best (and worst!) horror films, bidding on directors, creatures, and more."
1007,Sleeping Gods: Distant Skies,1,4,60,600,13,8.437,1555,2.96,2674,5796,84.93,Adventure; Aviation / Flight; Exploration; Fantasy; Fighting,https://boardgamegeek.com/boardgame/358320/sleeping-gods-distant-skies,Journey across a rugged landscape in this sequel to Sleeping Gods.
1008,Kingdom Legacy: Feudal Kingdom,1,1,360,480,14,8.201,1731,2.22,1057,14515,16.0,Adventure; Card Game; City Building; Civilization; Economic; Exploration; Medieval,https://boardgamegeek.com/boardgame/415776/kingdom-legacy-feudal-kingdom,"A six hour solo campaign for adventurous, strategic minds."
1009,Washington's War,2,2,90,90,0,7.604,2708,2.88,1127,5969,73.97,Age of Reason; American Revolutionary War; Wargame,https://boardgamegeek.com/boardgame/38996/washingtons-war,Classic card-driven game. Free the Patriots or keep America in the British Empire.
1010,Palm Island,1,2,15,15,10,7.066,6769,1.75,1809,59512,24.99,Card Game; City Building; Print & Play,https://boardgamegeek.com/boardgame/239464/palm-island,Develop and gather resources to grow an island that fits in the palm of your hand.
1011,Stardew Valley: The Board Game,1,4,45,200,13,7.412,4301,2.76,3588,10781,74.16,Animals; Farming; Video Game Theme,https://boardgamegeek.com/boardgame/332290/stardew-valley-the-board-game,"Build your farm, grow crops, and explore Stardew Valley!"
1012,"13 Days: The Cuban Missile Crisis, 1962",2,2,45,45,10,7.199,4631,2.33,1174,13226,,Bluffing; Modern Warfare; Political; Wargame,https://boardgamegeek.com/boardgame/177590/13-days-the-cuban-missile-crisis-1962,USA and USSR seek world domination - but too much aggression triggers nuclear war.
1013,Zombicide: Invader,1,6,60,60,14,7.753,2855,2.35,802,9435,199.95,Fighting; Miniatures; Science Fiction; Zombies,https://boardgamegeek.com/boardgame/248065/zombicide-invader,Guide survivors to complete their objectives while defending against waves of aliens.
1014,Combat Commander: Pacific,2,2,180,180,12,8.106,1792,3.25,965,4751,,Wargame; World War II,https://boardgamegeek.com/boardgame/28181/combat-commander-pacific,Recreate the Pacific theater of World War II in this acclaimed card-driven wargame.
1015,Roll Through the Ages: The Bronze Age,1,4,30,45,8,6.845,12270,1.78,1548,79471,,Ancient; City Building; Civilization; Dice,https://boardgamegeek.com/boardgame/37380/roll-through-the-ages-the-bronze-age,Roll and Civilize your way to victory with an ancient Mediterranean empire.
1016,Hyperborea,2,6,50,150,14,7.164,5084,3.16,1278,10366,74.99,Civilization; Exploration; Fantasy; Fighting,https://boardgamegeek.com/boardgame/119788/hyperborea,"Compete to collect the riches of a long-lost, magical society."
1017,Red Rising,1,6,45,60,14,6.973,9078,2.32,1898,37212,49.95,Card Game; Novel-based; Science Fiction,https://boardgamegeek.com/boardgame/329465/red-rising,Craft a hand of powerful characters from the dystopian world of Red Rising.
1018,Everdell Farshore,1,4,40,80,10,7.862,2265,2.85,2011,7022,75.5,Animals; Card Game; City Building; Fantasy,https://boardgamegeek.com/boardgame/394106/everdell-farshore,"Visit the docks, gather seastones, and prepare for the winds of change!"
1019,Thunderstone,1,5,60,60,12,6.904,10665,2.5,1432,40618,,Card Game; Fantasy; Fighting,https://boardgamegeek.com/boardgame/53953/thunderstone,Adventurers gain power slaying foes. Can you defeat the guardian of the Thunderstone?
1020,Carcassonne: The City,2,4,30,45,8,7.208,4558,2.27,1354,7591,,City Building; Medieval,https://boardgamegeek.com/boardgame/12902/carcassonne-the-city,"Lay tiles to build homes, streets, and markets; then add wooden walls and towers."
1021,Ca$h 'n Guns: Second Edition,4,8,30,30,10,6.813,16129,1.25,2458,37805,39.99,Bluffing; Fighting; Humor; Mafia; Negotiation; Party Game,https://boardgamegeek.com/boardgame/155362/ca-dollar-h-n-guns-second-edition,A band of gangsters splits its loot — but guns speak louder than money.
1022,Yedo,2,5,120,180,14,7.332,3902,3.33,1382,7941,,Medieval,https://boardgamegeek.com/boardgame/117915/yedo,Sabotage rival clans by completing cloak-and-dagger missions in the city of Yedo.
1023,Istanbul: The Dice Game,2,4,20,40,8,7.144,5164,1.8,779,29491,,Dice,https://boardgamegeek.com/boardgame/235488/istanbul-the-dice-game,Roll worker dice to collect and trade resources to acquire shiny rubies!
1024,Captain Flip,2,5,20,20,8,7.135,5382,1.19,1730,121903,48.47,Nautical; Pirates,https://boardgamegeek.com/boardgame/393325/captain-flip,"Hoist your flag, recruit a colorful crew, and earn as many gold coins as you can."
1025,DinoGenics,1,5,90,120,14,7.577,2762,2.93,1561,10136,,Science Fiction; Territory Building,https://boardgamegeek.com/boardgame/210296/dinogenics,Build and manage your own dinosaur island resort.
1026,Condottiere,2,6,20,45,10,6.887,10626,1.95,2119,25280,,Bluffing; Card Game; Medieval; Negotiation,https://boardgamegeek.com/boardgame/112/condottiere,Manage and deploy your mercenaries to the right province to take control over Italy!
1027,Last Night on Earth: The Zombie Game,2,6,60,90,12,6.9,14260,2.3,2347,31590,50.89,Fighting; Horror; Miniatures; Zombies,https://boardgamegeek.com/boardgame/29368/last-night-on-earth-the-zombie-game,A handful of survivors aim to survive the night against the zombie horde.
1028,Tiny Epic Dinosaurs,1,4,30,60,14,7.293,4011,2.62,1090,9974,29.52,Animals; Fantasy; Farming; Science Fiction,https://boardgamegeek.com/boardgame/291508/tiny-epic-dinosaurs,Become dino ranchers in the lucrative dinosaur farming industry.
1029,Formula Dé,2,10,120,120,10,6.993,7977,1.96,485,18610,53.48,Racing; Sports,https://boardgamegeek.com/boardgame/173/formula-de,Use custom dice to race on Formula 1 courses.
1030,San Marco,3,4,75,75,10,7.172,4629,2.68,975,7833,,Medieval; Political,https://boardgamegeek.com/boardgame/1041/san-marco,"Control Venice! You divide the cards, but another player chooses who gets which set."
1031,Akrotiri,2,2,45,45,13,7.158,4913,2.64,2178,11309,,Ancient; Civilization; Economic; Exploration; Transportation,https://boardgamegeek.com/boardgame/154458/akrotiri,"Explore the Aegean Sea, connect trade routes, and discover temples by placing tiles."
1032,Catacombs (Third Edition),2,5,60,90,14,7.457,3151,2.39,2334,5231,,Action / Dexterity; Adventure; Fantasy; Fighting,https://boardgamegeek.com/boardgame/195137/catacombs-third-edition,Flick down the door and slay monsters in this dexterity-based dungeon delve!
1033,Union Pacific,2,6,90,90,12,7.196,4382,2.55,654,9865,,Economic; Trains,https://boardgamegeek.com/boardgame/94/union-pacific,Will you increase the value of railways you have a stake in or fight for more shares?
1034,The Thing: The Boardgame,1,8,60,90,14,7.639,2862,2.98,1712,7927,,Deduction; Horror; Movies / TV / Radio theme; Science Fiction,https://boardgamegeek.com/boardgame/295293/the-thing-the-boardgame,Your team tries to evacuate an Antarctic base as an alien lurks amongst you.
1035,Qwirkle,2,4,45,45,6,6.776,21481,1.58,1745,99773,23.99,Abstract Strategy,https://boardgamegeek.com/boardgame/25669/qwirkle,Complete a set of shapes or colors among the criss-crossing tiles for big points!
1036,Spyfall,3,8,15,15,13,6.75,22064,1.23,3021,109223,33.53,Bluffing; Deduction; Humor; Party Game; Spies / Secret Agents,https://boardgamegeek.com/boardgame/166384/spyfall,Players ask each other probing questions to detect the Spy.
1037,Jaws,2,4,60,60,12,7.071,6681,2.15,1397,10868,42.41,Animals; Fighting; Movies / TV / Radio theme; Nautical,https://boardgamegeek.com/boardgame/272738/jaws,Hunt down the killer shark terrorizing Amity Island. Then battle it out on the Orca.
1038,Botanik,2,2,30,30,12,7.523,2918,1.76,1315,20233,,Abstract Strategy,https://boardgamegeek.com/boardgame/271529/botanik,Build the best steampunk garden by winning the tiles you need.
1039,Pictomania,3,6,25,25,9,7.257,3974,1.52,946,12677,,Party Game; Real-time,https://boardgamegeek.com/boardgame/98229/pictomania,Pictionary chaos. Everyone draws and guesses at the same time.
1040,Tak,2,2,20,60,12,7.569,3055,2.44,2061,20806,,Abstract Strategy,https://boardgamegeek.com/boardgame/197405/tak,Be first to build a complete road using tiles that can stack or stand on edge.
1041,MLEM: Space Agency,2,5,30,60,8,7.177,4831,1.7,1672,27509,32.99,Animals; Dice; Space Exploration,https://boardgamegeek.com/boardgame/387378/mlem-space-agency,Send your cats throughout the solar system to occupy planets and moons.
1042,The Mind,2,4,20,20,8,6.734,35217,1.08,3337,200428,13.49,Card Game; Number,https://boardgamegeek.com/boardgame/244992/the-mind,Play your cards in ascending order without communicating. Timing is key!
1043,The Wolves,2,5,75,75,14,7.267,4242,2.81,2322,13788,89.95,Animals; Territory Building,https://boardgamegeek.com/boardgame/368058/the-wolves,Establish your pack of wolves' dominance over the course of a moon cycle!
1044,Horrified: American Monsters,1,5,60,60,10,7.447,3350,2.18,1386,7877,39.99,Horror,https://boardgamegeek.com/boardgame/343562/horrified-american-monsters,Monsters from American folklore terrorize the nation. Can your team stop them?
1045,Call to Adventure,1,4,30,60,13,7.061,6807,2.01,2071,18208,39.92,Card Game; Fantasy; Novel-based,https://boardgamegeek.com/boardgame/238992/call-to-adventure,"Hero or Foe? You decide in this tile chucking, character building game."
1046,Unmatched: Houdini vs. The Genie,2,2,20,20,9,8.229,1719,2.28,536,2630,,Card Game; Fantasy; Fighting; Mythology; Novel-based,https://boardgamegeek.com/boardgame/354544/unmatched-houdini-vs-the-genie,Two magicians from history and legend join the fray!
1047,Lanterns: The Harvest Festival,2,4,30,30,8,6.861,11801,1.55,2116,42197,31.2,Abstract Strategy,https://boardgamegeek.com/boardgame/160851/lanterns-the-harvest-festival,Decorate the lake with floating lanterns and dedicate your cards to gain honour!
1048,River of Gold,2,4,60,90,14,7.561,2720,2.43,2078,12605,,Economic; Fantasy; Travel,https://boardgamegeek.com/boardgame/399941/river-of-gold,A game of rivals and riches set on the legendary river of Rokugan.
1049,Kingsburg (Second Edition),2,5,90,120,10,7.378,3379,2.44,1131,7488,,City Building; Dice; Fantasy; Medieval,https://boardgamegeek.com/boardgame/199966/kingsburg-second-edition,Influence members of the King's court to grow your province and prepare for battle.
1050,The Palaces of Carrara,2,4,60,60,10,7.118,4889,2.59,1094,16531,,City Building; Economic; Renaissance,https://boardgamegeek.com/boardgame/129948/the-palaces-of-carrara,"Buy marble to erect beautiful buildings, but score them quickly before the game ends!"
1051,Merchants of the Dark Road,1,4,60,120,12,7.352,3711,3.27,2479,8839,47.58,Exploration; Fantasy; Medieval; Transportation,https://boardgamegeek.com/boardgame/300217/merchants-of-the-dark-road,Brave the peril of the dark road travelling between cities to earn fame and fortune.
1052,Marvel Dice Masters: Avengers vs. X-Men,2,2,60,60,14,7.091,5700,2.3,684,29461,7.2,Collectible Components; Comic Book / Strip; Dice; Fighting,https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men,"Captain America, Wolverine & more face off in dice battles."
1053,Genoa,2,5,60,120,12,7.044,6245,3.07,1180,8148,34.1,Negotiation; Renaissance,https://boardgamegeek.com/boardgame/1345/genoa,Negotiate with your fellow traders to deliver goods and letters through Genoa.
1054,Tragedy Looper,2,4,120,120,13,7.182,4731,3.55,1529,8568,44.04,Bluffing; Card Game; Deduction; Murder / Mystery,https://boardgamegeek.com/boardgame/148319/tragedy-looper,"Players live, die, and repeat in order to outwit and defeat the evil Mastermind."
1055,Gloomhaven: Buttons & Bugs,1,1,20,20,10,7.56,2871,3.29,1598,20500,19.94,Adventure; Card Game; Fantasy; Fighting; Miniatures,https://boardgamegeek.com/boardgame/393672/gloomhaven-buttons-and-bugs,Gloomhaven in the palm of your hand!
1056,Black Rose Wars: Rebirth,1,4,90,240,14,8.446,1732,3.68,838,5194,234.99,Card Game; Fantasy; Miniatures,https://boardgamegeek.com/boardgame/342444/black-rose-wars-rebirth,"In the ruins of the Black Rose Lodge, mages battle to become the new Grand Magister."
1057,Tajemnicze Domostwo,2,7,30,60,8,7.085,5512,1.83,1021,20729,43.99,Deduction; Murder / Mystery,https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo,"Each night, a ghost gives a group of psychics visual clues to reveal who killed them."
1058,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,1,4,120,120,10,7.501,3081,3.0,1016,6480,,Wargame; World War II,https://boardgamegeek.com/boardgame/24800/conflict-of-heroes-awakening-the-bear-russia-1941,Fast-paced tactical wargame of the Eastern Front during Operation Barbarossa.
1059,Cockroach Poker,2,6,20,20,8,6.805,15355,1.1,2130,71607,53.97,Bluffing; Card Game; Party Game,https://boardgamegeek.com/boardgame/11971/cockroach-poker,It's a cockroach. It's a fly. Will you call the bluff or pass on a trick of your own?
1060,Dungeons & Dragons: Castle Ravenloft Board Game,1,5,60,60,12,6.98,9449,2.5,2309,23171,73.0,Adventure; Exploration; Fantasy; Fighting; Horror; Miniatures,https://boardgamegeek.com/boardgame/59946/dungeons-and-dragons-castle-ravenloft-board-game,The master of Ravenloft is having guests for dinner – and you are invited!
1061,Tidal Blades: Heroes of the Reef,1,4,60,90,14,7.458,3221,2.94,2017,7718,104.0,Fantasy,https://boardgamegeek.com/boardgame/233262/tidal-blades-heroes-of-the-reef,"Join a tournament to become a Tidal Blade, guardian of the island realm."
1062,Rajas of the Ganges: The Dice Charmers,2,5,30,45,12,7.494,2845,2.28,679,22444,19.0,Dice,https://boardgamegeek.com/boardgame/318553/rajas-of-the-ganges-the-dice-charmers,"Discover the world of ""Rajas of the Ganges"" in a roll-and-write version."
1063,DC Deck-Building Game,2,5,45,45,15,7.043,7799,2.0,869,39129,,Card Game; Comic Book / Strip,https://boardgamegeek.com/boardgame/125678/dc-deck-building-game,Build a powerful deck to thwart super-villains in defense of the DC universe.
1064,Yedo: Deluxe Master Set,1,5,60,90,12,7.917,1923,3.21,717,5206,199.98,Medieval,https://boardgamegeek.com/boardgame/281466/yedo-deluxe-master-set,Sabotage rival clans by completing cloak-and-dagger missions in the city of Yedo.
1065,Napoleon's Triumph,2,2,180,180,12,7.998,1849,3.66,1477,3563,,Napoleonic; Wargame,https://boardgamegeek.com/boardgame/18098/napoleons-triumph,A tactical-level block wargame simulating the Battle of Austerlitz.
1066,Atiwa,1,4,30,120,12,7.464,2972,2.73,1348,11109,50.49,Animals; Economic; Educational; Environmental; Farming; Territory Building,https://boardgamegeek.com/boardgame/362452/atiwa,Choose your actions carefully as you balance the needs of the community and nature.
1067,Primal: The Awakening,1,4,60,90,14,8.604,1512,3.84,1751,8191,599.99,Fantasy; Fighting; Miniatures,https://boardgamegeek.com/boardgame/303731/primal-the-awakening,Hunters co-op to slay epic monsters with crafted weapons and card combos.
1068,Lowlands,2,4,50,100,12,7.38,3257,3.07,1850,6816,,Farming,https://boardgamegeek.com/boardgame/242804/lowlands,Compete and cooperate to breed your sheep and protect the lowlands from flooding.
1069,Adrenaline,3,5,30,60,12,6.981,7075,2.37,1513,14657,59.99,Fighting; Miniatures; Science Fiction; Video Game Theme,https://boardgamegeek.com/boardgame/202408/adrenaline,Gear up to destroy opponents with loads of guns in this first-person shooter sim.
1070,Signorie,2,4,60,120,12,7.369,3255,3.51,816,9851,,Dice; Renaissance,https://boardgamegeek.com/boardgame/177678/signorie,"Use your ever-growing family to influence civil, religious, and military power."
1071,Castles of Mad King Ludwig: Collector's Edition,1,5,60,90,13,8.278,1525,2.59,620,5399,,Post-Napoleonic; Puzzle,https://boardgamegeek.com/boardgame/326945/castles-of-mad-king-ludwig-collectors-edition,"Satisfy the king's whims by building the best fantasy castle, now with more options."
1072,Kitchen Rush,1,4,30,45,12,7.217,4183,2.17,1595,15748,,Real-time,https://boardgamegeek.com/boardgame/223953/kitchen-rush,"Juggle orders, prepare dishes, and stock the pantry to satisfy your hungry customers."
1073,Tinners' Trail,3,4,60,90,13,7.199,4152,2.83,563,8369,,Economic; Industry / Manufacturing,https://boardgamegeek.com/boardgame/35570/tinners-trail,Will you make a fortune mining tin and copper in 19th Century Cornwall?
1074,Sail,2,2,20,20,11,7.319,3482,2.23,2565,20055,24.0,Card Game; Nautical; Pirates,https://boardgamegeek.com/boardgame/377470/sail,Navigate your pirate ship together through tricky waters and avoid the Kraken!
1075,Santa Monica,2,4,45,45,14,7.142,4792,2.14,1757,16248,93.07,City Building; Travel,https://boardgamegeek.com/boardgame/298065/santa-monica,"Build a beach community in Southern California with tourists, locals, and fun shops."
1076,Pictomania (Second Edition),3,6,20,40,8,7.566,2572,1.47,773,9979,34.95,Action / Dexterity; Humor; Party Game; Real-time,https://boardgamegeek.com/boardgame/252526/pictomania-second-edition,Draw as fast as you can—but make it obvious enough for people to guess correctly.
1077,Orchard: 9 card solitaire game,1,1,5,10,8,7.253,4025,1.19,1163,74663,19.99,Abstract Strategy; Card Game; Farming; Print & Play,https://boardgamegeek.com/boardgame/245487/orchard-9-card-solitaire-game,"Create the most fruitful micro orchard, but beware of rotten fruit!"
1078,Fliptown,1,4,30,45,12,7.754,2193,2.41,1661,13110,34.99,American West; Print & Play,https://boardgamegeek.com/boardgame/352418/fliptown,Flip poker cards to determine how you explore a wild west town.
1079,Zooloretto,2,5,45,45,8,6.788,15528,1.86,1639,48752,40.72,Animals,https://boardgamegeek.com/boardgame/27588/zooloretto,Add to or take an animal collection? Build the best zoo and fill those pens.
1080,Bridge,4,4,60,60,12,7.457,3227,3.89,171,28278,,Card Game,https://boardgamegeek.com/boardgame/2181/bridge,Bid to communicate and to set trump. Then take tricks to fulfill your bid.
1081,Lands of Galzyr,1,4,60,150,14,7.966,2012,1.7,4039,7509,,Adventure; Animals; Dice; Exploration; Fantasy,https://boardgamegeek.com/boardgame/281474/lands-of-galzyr,"Explore, take on challenging quests, and become a prestigious adventurer."
1082,Summoner Wars: Alliances Master Set,2,4,45,45,9,8.027,1840,2.78,582,3903,,Card Game; Fantasy; Fighting,https://boardgamegeek.com/boardgame/158889/summoner-wars-alliances-master-set,Face off against opposing summoners in a battle of force and wits.
1083,Meeple Circus,2,5,45,45,8,7.019,6199,1.4,1553,20262,,Action / Dexterity; Animals; Real-time,https://boardgamegeek.com/boardgame/193214/meeple-circus,"Build your growing circus act of comically tiny acrobats, animals, and props."
1084,Maharaja: The Game of Palace Building in India,2,5,90,90,12,7.097,5154,3.17,725,7705,,City Building,https://boardgamegeek.com/boardgame/9440/maharaja-the-game-of-palace-building-in-india,Architects travel through India to build magnificent palaces to please the marahaja.
1085,Outfoxed!,2,4,20,20,5,7.141,5193,1.1,1209,34992,32.89,Animals; Children's Game; Deduction; Dice,https://boardgamegeek.com/boardgame/172931/outfoxed,Gather clues with your detective pals to catch that crafty fox before it skips town!
1086,Attika,2,4,45,60,10,6.986,6673,2.36,1023,25500,,Ancient; City Building; Territory Building,https://boardgamegeek.com/boardgame/8051/attika,Construct your classical Greek city using resources on the board and cards.
1087,Concept,4,12,40,40,10,6.749,21470,1.38,2795,57585,44.99,Deduction; Party Game; Word Game,https://boardgamegeek.com/boardgame/147151/concept,Select icons to help your team guess a secret word or phrase.
1088,Dice Throne,2,6,20,40,8,7.613,2930,2.14,1423,32575,279.99,Card Game; Dice; Fantasy; Fighting,https://boardgamegeek.com/boardgame/268201/dice-throne,Heroes compete in an age old tournament.
1089,The Others,2,5,90,90,14,7.294,4195,3.04,1956,7318,,Fantasy; Fighting; Horror; Miniatures,https://boardgamegeek.com/boardgame/172047/the-others,Faith is pitted against the sins as the Apocalypse arrives.
1090,Thunder Alley,2,7,90,90,10,7.29,3670,2.39,957,11645,65.9,Racing; Sports,https://boardgamegeek.com/boardgame/108906/thunder-alley,Race your team of cars most efficiently to win stock car races.
1091,Coffee Traders,2,5,120,150,12,7.706,2372,4.25,1426,5678,58.0,Economic; Farming; Industry / Manufacturing; Territory Building,https://boardgamegeek.com/boardgame/325022/coffee-traders,Develop coffee regions around the world while building your coffee trading network.
1092,Skulls of Sedlec,2,3,20,20,8,7.381,3209,1.26,875,28674,,Card Game; Print & Play; Renaissance,https://boardgamegeek.com/boardgame/303553/skulls-of-sedlec,Stack skulls in the Sedlec Ossuary to help the deceased finally rest peacefully.
1093,Rolling Realms,1,6,30,30,14,7.128,4701,1.98,1105,35412,25.0,Number; Print & Play,https://boardgamegeek.com/boardgame/305682/rolling-realms,Use the results of 2 shared dice in this infinitely scaling roll-and-write game!
1094,Virgin Queen,2,6,420,420,12,7.993,1839,4.44,1238,3225,72.73,Negotiation; Pike and Shot; Political; Religious; Renaissance; Wargame,https://boardgamegeek.com/boardgame/41066/virgin-queen,European conflict during the Counter-Reformation in the 16th century.
1095,Snow Tails,2,5,45,60,10,6.969,6546,2.05,1668,16830,,Animals; Racing; Sports,https://boardgamegeek.com/boardgame/38054/snow-tails,"Race your dogsled in the icy tracks, managing the bends and slippery grips."
1096,Cyclades: Legendary Edition,2,6,60,90,13,8.17,1744,2.89,1792,3941,74.99,Ancient; City Building; Civilization; Fighting; Mythology; Nautical,https://boardgamegeek.com/boardgame/380619/cyclades-legendary-edition,Compete to win the favour of the Greek Gods in this epic auction & area-control game.
1097,5-Minute Dungeon,2,5,5,30,8,6.909,10993,1.12,2303,57167,,Card Game; Fantasy; Fighting; Print & Play; Real-time,https://boardgamegeek.com/boardgame/207830/5-minute-dungeon,"Explore a dungeon, kill monsters, and defeat a boss...all in 5 minutes!"
1098,Grove: 9 card solitaire game,1,1,5,10,8,7.551,2639,1.29,777,49252,16.99,Abstract Strategy; Card Game; Farming; Print & Play,https://boardgamegeek.com/boardgame/329873/grove-9-card-solitaire-game,"Grow your fruit grove with the help, or hindrance, of a cheeky squirrel."
